Date,^GSPC_Signal,^RUA_Signal,capital,Portfolio,Spread,Half_Life
2002-03-20,0.0,0.0,1004.9025890239487,1001.4122856891221,-0.0020548705254883615,6.89939441066046
2002-03-21,0.0,0.0,1004.9025890239487,999.9409158539847,-0.002384295261543823,6.89939441066046
2002-03-22,0.0,0.0,1004.9025890239487,999.7805954443311,-0.0032540422043367823,-54.58577815082872
2002-03-25,0.0,0.0,1004.9025890239487,999.7590389256218,-0.0025577237279603704,-54.58577815082872
2002-03-26,0.0,0.0,1004.9025890239487,999.4171368087543,-0.003633336441498214,-32.79729626451381
2002-03-27,-0.8579420011920658,1.551948735713372,999.1170406515233,999.1170406515233,0.0007091107826076026,-30.105164533465476
2002-03-28,0.0,0.0,999.1170406515233,999.1170406515233,0.0012960754093060967,-44.42034790944408
2002-04-01,0.0,0.0,999.1170406515233,999.1170406515233,0.0013886819118487104,-73.05540062819315
2002-04-02,0.0,0.0,999.1170406515233,999.1170406515233,0.002325861283600572,34.553910327186514
2002-04-03,0.0,0.0,999.1170406515233,999.1170406515233,0.0022577201079837517,29.659323677493862
2002-04-04,0.0,0.0,999.1170406515233,999.1170406515233,0.0023682103201200233,26.069181893820435
2002-04-05,0.0,0.0,999.1170406515233,999.1170406515233,0.0022063511036293226,26.136521623899778
2002-04-08,0.0,0.0,999.1170406515233,999.1170406515233,0.002623440740643357,18.371387901396048
2002-04-09,0.0,0.0,999.1170406515233,999.1170406515233,0.0018052198281434118,31.991582960537936
2002-04-10,0.0,0.0,999.1170406515233,999.1170406515233,0.0013959602844927366,48.76857174438593
2002-04-11,0.0,0.0,999.1170406515233,999.1170406515233,0.0007637855422363282,48.76857174438593
2002-04-12,0.0,0.0,999.1170406515233,999.1170406515233,-0.0006190120894364881,-23.355493928013107
2002-04-15,0.0,0.0,999.1170406515233,999.1170406515233,-0.001799506943853113,-14.789271010955666
2002-04-16,0.0,0.0,999.1170406515233,999.1170406515233,-0.002241648395113871,-18.55322138074184
2002-04-17,0.0,0.0,999.1170406515233,999.1170406515233,-0.0011749244516795487,-18.55322138074184
2002-04-18,0.0,0.0,999.1170406515233,999.1170406515233,-0.0013356419586317836,-18.55322138074184
2002-04-19,0.0,0.0,999.1170406515233,999.1170406515233,-0.0012883364136475617,-18.55322138074184
2002-04-22,0.0,0.0,999.1170406515233,999.1170406515233,-0.0006831729940156572,35.82098875718534
2002-04-23,0.0,0.0,999.1170406515233,999.1170406515233,-0.0008749171002078171,31.589169705870102
2002-04-24,0.0,0.0,999.1170406515233,999.1170406515233,-0.0015848289835177498,52.53033047743872
2002-04-25,0.0,0.0,999.1170406515233,999.1170406515233,-0.002544446041136017,52.53033047743872
2002-04-26,0.0,0.0,999.1170406515233,999.1170406515233,-0.0016211053188415203,26.024849047292026
2002-04-29,0.0,0.0,999.1170406515233,999.1170406515233,-0.002995968455132725,26.024849047292026
2002-04-30,0.0,0.0,999.1170406515233,999.1170406515233,-0.0035506020277714656,26.024849047292026
2002-05-01,0.0,0.0,999.1170406515233,999.1170406515233,-0.0021180230973472103,17.728486620504302
2002-05-02,0.0,0.0,999.1170406515233,999.1170406515233,-0.003125847912680668,32.180110801942206
2002-05-03,0.0,0.0,999.1170406515233,999.1170406515233,-0.0035323838012412123,35.744737820348206
2002-05-06,0.0,0.0,999.1170406515233,999.1170406515233,-0.003972970040020174,43.2985992238338
2002-05-07,0.0,0.0,999.1170406515233,999.1170406515233,-0.003333612220207449,20.583582248510805
2002-05-08,0.0,0.0,999.1170406515233,999.1170406515233,-0.0022753400129201795,12.635331385453707
2002-05-09,0.0,0.0,999.1170406515233,999.1170406515233,0.004260359649131962,11.179169655465664
2002-05-10,0.0,0.0,999.1170406515233,999.1170406515233,0.0038929259879869615,10.2752127896356
2002-05-13,-0.9355764511657557,1.6635613657031054,1004.4501272152083,999.1170406515233,0.005921318797400432,6.725755105588331
2002-05-14,0.0,0.0,1004.4501272152083,999.7864984042999,0.0055561844843969865,5.834750036078613
2002-05-15,0.0,0.0,1004.4501272152083,1000.9718579571252,0.004419564748463944,5.223543230699958
2002-05-16,0.0,0.0,1004.4501272152083,997.8829984738555,0.007226494911541925,3.178330680777944
2002-05-17,0.0,0.0,1004.4501272152083,997.5143149190833,0.006815210055128862,2.95657830130218
2002-05-20,0.0,0.0,1004.4501272152083,998.001420769386,0.006027344555486369,2.4634958022953932
2002-05-21,0.0,0.0,1004.4501272152083,997.7331738961673,0.005812132896954925,2.1243492056764857
2002-05-22,0.0,0.0,1004.4501272152083,996.3139394122936,0.006042907038700029,2.705917466140346
2002-05-23,0.0,0.0,1004.4501272152083,996.8628303891998,0.003967877156938471,3.4507951490691147
2002-05-24,0.0,0.0,1004.4501272152083,997.0580999569601,0.003076140454847609,3.9113457893083283
2002-05-28,0.0,0.0,1004.4501272152083,998.2281192326698,0.0024779996900796686,3.2431741467103485
2002-05-29,0.0,0.0,1004.4501272152083,998.069863658112,0.0031566657463921732,3.1238320922436476
2002-05-30,0.0,0.0,1004.4501272152083,998.4977124026518,0.002417000417544668,3.088258889284309
2002-05-31,0.0,0.0,1004.4501272152083,998.0240292412917,0.0032495097083967694,2.995806168724177
2002-06-03,0.0,0.0,1004.4501272152083,998.7908192051166,0.0023416893336294375,2.8599309172740406
2002-06-04,0.0,0.0,1004.4501272152083,998.0329462507287,0.0024611581105444813,3.1422013927569266
2002-06-05,0.0,0.0,1004.4501272152083,997.0353489844663,0.0027911917496094008,3.7946676238352084
2002-06-06,0.0,0.0,1004.4501272152083,997.267649057251,0.0017852118358685498,3.9475058877537665
2002-06-07,0.9355764511657557,-1.6635613657031054,999.3156300112802,999.3156300112802,-0.00024263306984884103,2.886250930455549
2002-06-10,0.0,0.0,999.3156300112802,999.3156300112802,-0.00014673771660100865,2.686470626634253
2002-06-11,0.0,0.0,999.3156300112802,999.3156300112802,-0.0006109276880174042,2.285760289060479
2002-06-12,0.0,0.0,999.3156300112802,999.3156300112802,0.0014590098411265684,2.921554335540233
2002-06-13,0.0,0.0,999.3156300112802,999.3156300112802,0.001775970248124037,3.1229946701811824
2002-06-14,0.0,0.0,999.3156300112802,999.3156300112802,-0.00018264492065045435,2.2532724160538313
2002-06-17,0.0,0.0,999.3156300112802,999.3156300112802,-0.00040724334402297835,1.8266835395730885
2002-06-18,0.0,0.0,999.3156300112802,999.3156300112802,0.0005557093026477,1.7483547457034487
2002-06-19,0.0,0.0,999.3156300112802,999.3156300112802,0.001320675515034786,1.843824967371153
2002-06-20,0.0,0.0,999.3156300112802,999.3156300112802,0.0016416923724452692,1.838377633623523
2002-06-21,1.0109792195641703,-1.8145227390726186,1001.8394433489021,999.3156300112802,-0.0025238133376217498,1.3378186351017476
2002-06-24,0.0,0.0,1001.8394433489021,1000.8844716490188,-2.9987858269020506e-05,1.343866263843175
2002-06-25,0.0,0.0,1001.8394433489021,1000.9249789167679,-0.0008540053943717485,1.1810087649459358
2002-06-26,0.0,0.0,1001.8394433489021,1000.9717962857341,-0.0020294219952895487,0.771214091336181
2002-06-27,-1.0109792195641703,1.8145227390726186,1001.6486562103865,1001.6486562103865,0.0015182326567270144,1.3638641622376868
2002-06-28,0.0,0.0,1001.6486562103865,1001.6486562103865,-0.00012076627772561466,1.05629164242516
2002-07-01,0.0,0.0,1001.6486562103865,1001.6486562103865,0.0016306373044655542,1.0008173577468513
2002-07-02,-1.0539390900819159,1.895842522888858,1000.8777964771117,1001.6486562103865,0.0030660308774994594,1.5175104573126001
2002-07-03,0.0,0.0,1000.8777964771117,999.3170239475052,0.006541353216502399,7.283094944232083
2002-07-05,0.0,0.0,1000.8777964771117,998.5406879627416,0.006808307751625442,7.283094944232083
2002-07-08,0.0,0.0,1000.8777964771117,998.0835535820012,0.007016032565109964,-63.23582309231373
2002-07-09,0.0,0.0,1000.8777964771117,998.321345961772,0.005479487637496727,28.492664170054255
2002-07-10,0.0,0.0,1000.8777964771117,1001.4109078244356,0.0024375616913829834,5.068725115268107
2002-07-11,0.0,0.0,1000.8777964771117,999.9021377837814,0.0033454960783396714,5.542616410025797
2002-07-12,0.0,0.0,1000.8777964771117,1000.896221409455,0.002556125321804492,4.8835901895337965
2002-07-15,0.0,0.0,1000.8777964771117,1000.4479047015443,0.0020892841866692047,4.599186549184142
2002-07-16,1.0539390900819159,-1.895842522888858,1004.0786276964848,1004.0786276964848,-0.0008303716924534799,3.36292788090596
2002-07-17,0.0,0.0,1004.0786276964848,1004.0786276964848,-0.0007252578183465364,3.643785792476797
2002-07-18,0.0,0.0,1004.0786276964848,1004.0786276964848,-7.195324466413577e-05,3.448665258459799
2002-07-19,1.1795930404010617,-2.114917693055736,1007.6705180443219,1004.0786276964848,-0.004905187469585681,3.2463441966739603
2002-07-22,0.0,0.0,1007.6705180443219,1002.7013837158814,-0.005235243224960495,4.58658188979704
2002-07-23,0.0,0.0,1007.6705180443219,1003.8981414732907,-0.0035237777102966605,4.505054633417088
2002-07-24,0.0,0.0,1007.6705180443219,1005.7505395706971,-0.0011593777791018,4.070542115709626
2002-07-25,0.0,0.0,1007.6705180443219,1004.7156381659983,-0.001625605201737046,4.583016773606788
2002-07-26,0.0,0.0,1007.6705180443219,1006.0855626855052,-0.0015762955181055638,4.095420490105855
2002-07-29,0.0,0.0,1007.6705180443219,1005.9869822428445,-0.0010470314358341781,4.321603804664105
2002-07-30,0.0,0.0,1007.6705180443219,1005.9459761291339,-0.0006856244663597799,4.475419245702202
2002-07-31,-1.1795930404010617,2.114917693055736,1008.379151922348,1008.379151922348,0.0010890317063134702,3.918657772221238
2002-08-01,0.0,0.0,1008.379151922348,1008.379151922348,-0.0001821816134330856,3.963105743703774
2002-08-02,0.0,0.0,1008.379151922348,1008.379151922348,-0.0009590474942755556,3.7895961701607064
2002-08-05,0.0,0.0,1008.379151922348,1008.379151922348,-0.0004676010258795049,4.2168880644998215
2002-08-06,0.0,0.0,1008.379151922348,1008.379151922348,-0.0008832619409286924,4.374965282375229
2002-08-07,0.0,0.0,1008.379151922348,1008.379151922348,0.0006224733480064693,4.114606487498245
2002-08-08,0.0,0.0,1008.379151922348,1008.379151922348,0.0031819700774471382,3.994024642415571
2002-08-09,0.0,0.0,1008.379151922348,1008.379151922348,0.001793697855757559,4.134194000267486
2002-08-12,0.0,0.0,1008.379151922348,1008.379151922348,0.003245966989307014,4.481272864704373
2002-08-13,0.0,0.0,1008.379151922348,1008.379151922348,0.005219965589893905,4.42848105222399
2002-08-14,-1.0917405645202105,1.9576367129502603,1012.3656045168952,1008.379151922348,0.010252250264034535,4.147158400118755
2002-08-15,0.0,0.0,1012.3656045168952,1007.9520930709231,0.011578144065528484,3.7583172537659473
2002-08-16,0.0,0.0,1012.3656045168952,1009.978874983596,0.010052454830559832,2.7578031737631137
2002-08-19,0.0,0.0,1012.3656045168952,1008.3541186673426,0.011852755500396439,2.6249152011631782
2002-08-20,0.0,0.0,1012.3656045168952,1009.2359382092948,0.007406287331032546,3.6640050523847227
2002-08-21,0.0,0.0,1012.3656045168952,1010.0911781995196,0.008277515522550072,3.0566675645944166
2002-08-22,0.0,0.0,1012.3656045168952,1009.0741423882009,0.00833686852988702,3.4623567096442796
2002-08-23,0.0,0.0,1012.3656045168952,1009.0345937948083,0.008782493789670998,3.33932401298697
2002-08-26,0.0,0.0,1012.3656045168952,1010.103489141989,0.0033995365095096375,4.802304896733084
2002-08-27,0.0,0.0,1012.3656045168952,1008.6986919995558,0.0038394029256174633,5.444418975660125
2002-08-28,0.0,0.0,1012.3656045168952,1008.8801971277701,0.00442647820241393,5.714079359771608
2002-08-29,1.0917405645202105,-1.9576367129502603,1010.6988924850947,1010.6988924850947,-0.0015079185645667792,4.241925873410486
2002-08-30,0.0,0.0,1010.6988924850947,1010.6988924850947,-0.0026085736262753123,3.218985469311892
2002-09-03,0.0,0.0,1010.6988924850947,1010.6988924850947,-0.003164701643538992,2.8849226411897897
2002-09-04,0.0,0.0,1010.6988924850947,1010.6988924850947,-0.0018354855704985074,3.2550686115867213
2002-09-05,0.0,0.0,1010.6988924850947,1010.6988924850947,-0.0026940365331371563,2.636386083762282
2002-09-06,0.0,0.0,1010.6988924850947,1010.6988924850947,-0.002354665248162302,2.9067181070961396
2002-09-09,0.0,0.0,1010.6988924850947,1010.6988924850947,-0.0013906073730434176,2.4766766767607407
2002-09-10,0.0,0.0,1010.6988924850947,1010.6988924850947,-0.0005244200251586228,2.1156132048458147
2002-09-11,0.0,0.0,1010.6988924850947,1010.6988924850947,0.001993763434751994,2.639971711502841
2002-09-12,0.0,0.0,1010.6988924850947,1010.6988924850947,-0.0005468596816928795,2.3395049990068855
2002-09-13,0.0,0.0,1010.6988924850947,1010.6988924850947,-0.0002542274872918693,2.3535880240371774
2002-09-16,0.0,0.0,1010.6988924850947,1010.6988924850947,7.267775256947218e-05,1.9097665783321636
2002-09-17,1.1447934537005766,-2.063954793726213,1014.4207432685978,1010.6988924850947,-0.0037218507835030668,1.475103737075202
2002-09-18,0.0,0.0,1014.4207432685978,1010.7155919856322,-0.0023854278836545895,1.427662532233755
2002-09-19,0.0,0.0,1014.4207432685978,1010.6973590117713,-0.000827319931508752,1.6261530582610135
2002-09-20,-1.1447934537005766,2.063954793726213,1011.0650511912634,1011.0650511912634,0.0001683237857761366,1.6541972281298898
2002-09-23,0.0,0.0,1011.0650511912634,1011.0650511912634,-0.0005569444845316962,1.646595651476437
2002-09-24,0.0,0.0,1011.0650511912634,1011.0650511912634,-0.000852862509940544,1.6912278598665738
2002-09-25,0.0,0.0,1011.0650511912634,1011.0650511912634,0.0014775900472268066,1.759420349315416
2002-09-26,-1.1725360068334851,2.101414273429571,1013.5247245384907,1011.0650511912634,0.0026099344920296197,1.3929489426685941
2002-09-27,1.1725360068334851,-2.101414273429571,1012.5968734965277,1012.5968734965277,-0.0006579603282168556,1.797176442838224
2002-09-30,0.0,0.0,1012.5968734965277,1012.5968734965277,-0.0010758238622543548,2.139411567332533
2002-10-01,0.0,0.0,1012.5968734965277,1012.5968734965277,0.0015042126621268581,1.1517383574362663
2002-10-02,0.0,0.0,1012.5968734965277,1012.5968734965277,0.000832985400399,1.1829818582401521
2002-10-03,-1.2230052768542692,2.195196868202192,1014.1770598969957,1012.5968734965277,0.002278857981342308,1.1203491287294798
2002-10-04,0.0,0.0,1014.1770598969957,1011.7724009838789,0.0031430968377786916,1.0862226171474787
2002-10-07,0.0,0.0,1014.1770598969957,1010.9471280627862,0.0029571287901051235,1.4597855624267875
2002-10-08,0.0,0.0,1014.1770598969957,1009.052531708773,0.005991855830193904,2.4514446921470774
2002-10-09,0.0,0.0,1014.1770598969957,1008.4813620103052,0.006402558120590984,4.509645188205339
2002-10-10,0.0,0.0,1014.1770598969957,1008.3681107271166,0.004890185406900671,11.744340836682468
2002-10-11,0.0,0.0,1014.1770598969957,1006.7572362165618,0.006980674267907938,-34.267465165378844
2002-10-15,0.0,0.0,1014.1770598969957,1005.6156368633166,0.006383026861567664,-12.38598421388432
2002-10-16,0.0,0.0,1014.1770598969957,1005.1743767781271,0.005983753853384899,-17.719963673875437
2002-10-17,0.0,0.0,1014.1770598969957,1007.2911746198555,0.003972297914891509,17.338536702161715
2002-10-18,0.0,0.0,1014.1770598969957,1006.1025003287449,0.003658437129904213,19.93227481408982
2002-10-21,0.0,0.0,1014.1770598969957,1005.5959638307883,0.004445199215766582,35.19558482546767
2002-10-22,0.0,0.0,1014.1770598969957,1004.8191891558512,0.005644326661301324,35.19558482546767
2002-10-23,0.0,0.0,1014.1770598969957,1005.3204624278711,0.0049149416594092,38.62072803852665
2002-10-24,0.0,0.0,1014.1770598969957,1006.0212416937646,0.003621050575820295,18.94510558540258
2002-10-25,0.0,0.0,1014.1770598969957,1006.2177085596221,0.0027136465067496562,13.963258970884686
2002-10-28,0.0,0.0,1014.1770598969957,1006.555553721202,0.0033088818949003063,15.3997530774977
2002-10-29,0.0,0.0,1014.1770598969957,1006.4931434895333,0.0030558829708549062,14.160707943924853
2002-10-30,1.2230052768542692,-2.195196868202192,1007.4611782790336,1007.4611782790336,-0.0035978540496759415,11.000315314636527
2002-10-31,0.0,0.0,1007.4611782790336,1007.4611782790336,-0.004911369905326923,9.206044809036523
2002-11-01,0.0,0.0,1007.4611782790336,1007.4611782790336,-0.0054169584273178195,8.91822962679919
2002-11-04,0.0,0.0,1007.4611782790336,1007.4611782790336,-0.005310556550458312,8.473812363682324
2002-11-05,0.0,0.0,1007.4611782790336,1007.4611782790336,-0.0053904531926884935,6.933739379502444
2002-11-06,0.0,0.0,1007.4611782790336,1007.4611782790336,-0.00607510811329659,6.123706575606331
2002-11-07,0.0,0.0,1007.4611782790336,1007.4611782790336,-0.00546933499436042,6.00732601552686
2002-11-08,1.1176431264422098,-2.031178049944628,1013.8286376395855,1007.4611782790336,-0.006495507979130899,4.381289850293672
2002-11-12,0.0,0.0,1013.8286376395855,1007.1211887618658,-0.009064323661966744,2.545007605963378
2002-11-13,0.0,0.0,1013.8286376395855,1007.4033856370952,-0.005468960103898413,3.541071168148494
2002-11-14,0.0,0.0,1013.8286376395855,1007.2861364847398,-0.005529059573643025,2.834206877453298
2002-11-15,0.0,0.0,1013.8286376395855,1007.305161313456,-0.004943371481857417,2.3794072263502937
2002-11-18,0.0,0.0,1013.8286376395855,1006.8363343053261,-0.004578016466811885,2.1661328648389198
2002-11-19,0.0,0.0,1013.8286376395855,1007.5230891908775,-0.003039721908700832,1.9941659276306534
2002-11-20,0.0,0.0,1013.8286376395855,1007.3601069709251,-0.0012407600247879014,2.623542708817685
2002-11-21,0.0,0.0,1013.8286376395855,1006.6293873421226,-0.0010684508377276636,2.9039104345224467
2002-11-22,0.0,0.0,1013.8286376395855,1005.5401616134153,-0.0022085326391489968,3.4743903861826007
2002-11-25,0.0,0.0,1013.8286376395855,1004.2129432198802,-0.0020242429990324773,7.660106574117045
2002-11-26,0.0,0.0,1013.8286376395855,1004.1260156426681,-0.0014541063640096663,8.116079691275772
2002-11-27,0.0,0.0,1013.8286376395855,1004.093949484058,-0.0004386148108888044,5.763586163995967
2002-11-29,0.0,0.0,1013.8286376395855,1004.6654816537076,-0.0020134257501509545,11.002862070553366
2002-12-02,0.0,0.0,1013.8286376395855,1004.0167592971803,-0.0013961066973366965,13.938545021535889
2002-12-03,0.0,0.0,1013.8286376395855,1004.7228313763243,-0.0003171002488342456,7.381025421935379
2002-12-04,-1.1176431264422098,2.031178049944628,1005.2828790951295,1005.2828790951295,0.0011742302716557518,4.463706296980409
2002-12-05,0.0,0.0,1005.2828790951295,1005.2828790951295,-0.0003211126032096612,5.191083900635366
2002-12-06,0.0,0.0,1005.2828790951295,1005.2828790951295,-0.0005341047950904176,5.28391855256026
2002-12-09,0.0,0.0,1005.2828790951295,1005.2828790951295,-0.0006957808406020671,4.979458914287736
2002-12-10,0.0,0.0,1005.2828790951295,1005.2828790951295,-0.0009137961330822897,4.953471186142871
2002-12-11,0.0,0.0,1005.2828790951295,1005.2828790951295,-0.0008873981869270686,4.495159094327186
2002-12-12,0.0,0.0,1005.2828790951295,1005.2828790951295,-0.002519510162065197,8.223476220578043
2002-12-13,0.0,0.0,1005.2828790951295,1005.2828790951295,0.0007667418582593122,13.140158411713385
2002-12-16,0.0,0.0,1005.2828790951295,1005.2828790951295,0.001185511372489012,7.908851045161055
2002-12-17,0.0,0.0,1005.2828790951295,1005.2828790951295,0.001356117223511255,8.254794581190769
2002-12-18,-1.1240921777878476,2.0205285155680066,1006.9838950573846,1005.2828790951295,0.0028152022018609335,6.731479355002374
2002-12-19,0.0,0.0,1006.9838950573846,1005.8930870733749,0.0016584007713679183,8.980616247074288
2002-12-20,0.0,0.0,1006.9838950573846,1005.6841417146836,0.0020410251552884784,7.96536396333579
2002-12-23,0.0,0.0,1006.9838950573846,1006.3483285685617,0.002276057184142033,7.259229737548955
2002-12-24,0.0,0.0,1006.9838950573846,1006.493046278086,0.0019783810869096197,8.239592699071375
2002-12-26,0.0,0.0,1006.9838950573846,1007.3281471321693,0.0016149314145861293,9.277540276989
2002-12-27,0.0,0.0,1006.9838950573846,1007.6581595813456,0.0014573668505545312,8.806659982514368
2002-12-30,0.0,0.0,1006.9838950573846,1006.5271276198739,0.002767346863174369,4.418979008010474
2002-12-31,0.0,0.0,1006.9838950573846,1007.0135902744117,0.0018530381597856582,4.999432757384122
2003-01-02,0.0,0.0,1006.9838950573846,1005.880930491784,0.003806467962816029,2.8322026892489762
2003-01-03,0.0,0.0,1006.9838950573846,1005.5471095804936,0.004147749445285953,2.040371525724382
2003-01-06,0.0,0.0,1006.9838950573846,1005.3645006766799,0.003836032782626786,1.6039126876175969
2003-01-07,0.0,0.0,1006.9838950573846,1004.9453720707922,0.0031499129958696415,1.6652833302602164
2003-01-08,0.0,0.0,1006.9838950573846,1005.1319672811624,0.0017059263704866101,2.2218440077622947
2003-01-09,0.0,0.0,1006.9838950573846,1004.3565338031342,0.002162959299745193,2.5812054724205495
2003-01-10,0.0,0.0,1006.9838950573846,1004.6192124107477,0.002104046472847898,2.541823758766935
2003-01-13,0.0,0.0,1006.9838950573846,1004.7380507990263,0.0025261024693765677,2.424580730641477
2003-01-14,0.0,0.0,1006.9838950573846,1004.5881280939111,0.0020177783598454013,2.921317459421717
2003-01-15,0.0,0.0,1006.9838950573846,1005.5320049658897,0.001650396612910665,2.3395469890389973
2003-01-16,0.0,0.0,1006.9838950573846,1005.7218329425771,0.0020211460987256125,1.9979946253599972
2003-01-17,0.0,0.0,1006.9838950573846,1005.8070329725261,0.000849786446755596,2.587493999650588
2003-01-21,0.0,0.0,1006.9838950573846,1006.3884124946959,0.00044321036967231997,2.57148885556298
2003-01-22,1.1240921777878476,-2.0205285155680066,1007.1798432575948,1007.1798432575948,-0.00026279987036814667,2.9590742289468848
2003-01-23,0.0,0.0,1007.1798432575948,1007.1798432575948,-7.884911153077656e-05,2.9443269189905887
2003-01-24,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.001327529104857228,4.569362517070644
2003-01-27,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0017636607678298555,4.769333609024889
2003-01-28,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0015588405023881924,4.8045053911028
2003-01-29,0.0,0.0,1007.1798432575948,1007.1798432575948,0.000638873201046275,5.093809820038067
2003-01-30,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.00048557166333673685,7.859684927953881
2003-01-31,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0004613467435685692,10.264344998670806
2003-02-03,0.0,0.0,1007.1798432575948,1007.1798432575948,0.0004717897526484993,4.809856834014229
2003-02-04,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0003544266414411412,5.780648321751392
2003-02-05,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0010627323701539737,7.164837896387344
2003-02-06,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0011457744950679194,7.626914096795282
2003-02-07,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0015224490440333138,6.950863604147841
2003-02-10,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0017447204065484945,6.669845662949574
2003-02-11,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0009634895322599979,9.842339906348483
2003-02-12,0.0,0.0,1007.1798432575948,1007.1798432575948,-0.0009222297919019296,8.505042317254421
2003-02-13,0.0,0.0,1007.1798432575948,1007.1798432575948,0.0006403177917689851,8.144521307445821
2003-02-14,-1.1991152272091572,2.156473728569463,1008.3091728093304,1007.1798432575948,0.0030181942612427237,5.959756650131213
2003-02-18,0.0,0.0,1008.3091728093304,1007.4115927032315,0.0029797547143977088,5.526761894866812
2003-02-19,0.0,0.0,1008.3091728093304,1007.3222247723933,0.0034654083723468787,5.059899004354368
