,returns,cumret
2003-04-04,0.0,1.0077777091669406
2003-04-07,0.0,1.0077777091669406
2003-04-08,0.0,1.0077777091669406
2003-04-09,0.0,1.0077777091669406
2003-04-10,0.0,1.0077777091669406
2003-04-11,0.0,1.0077777091669406
2003-04-14,0.0,1.0077777091669406
2003-04-15,0.0,1.0077777091669406
2003-04-16,0.0,1.0077777091669406
2003-04-17,0.0,1.0077777091669406
2003-04-21,0.0,1.0077777091669406
2003-04-22,0.002048057724581054,1.0098416960888605
2003-04-23,0.0012252078197861347,1.0110789620316547
2003-04-24,-0.0012161418621361494,1.009849346580003
2003-04-25,0.0017205495686138882,1.0115868424376262
2003-04-28,-0.00226072269451967,1.00929992510545
2003-04-29,-0.0015146062834493629,1.0077712330970003
2003-04-30,0.0022043676754977815,1.0099927314275359
2003-05-01,-0.000878889827079343,1.0091050590904602
2003-05-02,0.0013977966175966854,1.0105155827288566
2003-05-05,0.0021577119688763625,1.0126959842964465
2003-05-06,0.0004164840624939249,1.0131177560340574
2003-05-07,0.0003924416501663794,1.0135153456380483
2003-05-08,-0.0008492487569914421,1.0126546189905734
2003-05-09,-0.001649011394765091,1.0109847399848964
2003-05-12,0.0011012263402200469,1.0120980630101284
2003-05-13,-0.00015418211657981448,1.0119420155885872
2003-05-14,0.005834710591528279,1.0178464043849542
2003-05-15,-0.0038653860448855343,1.0139120350976076
2003-05-16,0.0007088421065539995,1.0146307386404267
2003-05-19,-0.00017619589461034292,1.0144519648697328
2003-05-20,-0.0004844028566301159,1.0139605614400358
2003-05-21,-0.0016987580938027408,1.0122380877294928
2003-05-22,0.0003041206029595492,1.0125459301870716
2003-05-23,0.0041438181314072155,1.0167417363714635
2003-05-27,0.002183555074749856,1.0189618479496272
2003-05-28,-0.000942917976857206,1.018001050505464
2003-05-29,0.0037923599111209794,1.02186167687888
2003-05-30,0.0009251281798341292,1.0228070299120533
2003-06-02,-0.0036205477332911518,1.019103908238311
2003-06-03,-5.464059193825005e-05,1.0190482237975182
2003-06-04,-0.0032289370875204456,1.0157577811937266
2003-06-05,0.0008929868267752231,1.0166648395115272
2003-06-06,-0.00289107652054025,1.0137255836647567
2003-06-09,0.002245697828137447,1.0160021050063202
2003-06-10,0.0007594951163892531,1.0167737536433137
2003-06-11,0.001090742010686374,1.0178827914917756
2003-06-12,-0.0013269689429132314,1.0165320926399404
2003-06-13,0.002590675870629361,1.019165597804063
2003-06-16,0.0013072246199086462,1.0204978761652763
2003-06-17,-0.002179518658959087,1.018273682002746
2003-06-18,-0.00043108002706843855,1.0178347245563453
2003-06-19,-0.004143362760388035,1.0136174660623887
2003-06-20,-0.0004985168375372124,1.0131121606887348
2003-06-23,0.001023892346068291,1.0141494784757727
2003-06-24,0.003286075632032266,1.0174820503642303
2003-06-25,0.001241208578103386,1.0187449578132086
2003-06-26,0.0005298825097276244,1.0192847729482268
2003-06-27,-0.004652777161195971,1.0145422680358986
2003-06-30,0.001869413191458032,1.0164388667350568
2003-07-01,-0.0004518521828629752,1.015979586614376
2003-07-02,0.001831317830212187,1.0178401681464746
2003-07-03,0.0008247829505759847,1.0186796653635732
2003-07-07,-0.002850020360350099,1.0157764075766125
2003-07-08,-0.0003852691809002728,1.0153850602320875
2003-07-09,-0.0007061004618405062,1.0146680963721117
2003-07-10,-0.001881636256975502,1.0127588600931816
2003-07-11,0.002632956209534381,1.015425409822625
2003-07-14,-0.0011218409428628733,1.0142862640234627
2003-07-15,0.003888473625109445,1.0182302894094286
2003-07-16,0.0,1.0182302894094286
2003-07-17,0.0,1.0182302894094286
2003-07-18,0.0,1.0182302894094286
2003-07-21,0.0,1.0182302894094286
2003-07-22,0.0,1.0182302894094286
2003-07-23,0.0,1.0182302894094286
2003-07-24,0.0,1.0182302894094286
2003-07-25,0.0,1.0182302894094286
2003-07-28,0.0,1.0182302894094286
2003-07-29,0.0,1.0182302894094286
2003-07-30,0.0,1.0182302894094286
2003-07-31,0.0,1.0182302894094286
2003-08-01,0.0,1.0182302894094286
2003-08-04,-0.00092229574293708,1.0172911799481767
2003-08-05,0.001143808175251418,1.0184547659164127
2003-08-06,-0.00046808056914577554,1.0179780470299333
2003-08-07,0.0015092786128236898,1.0195144595246397
2003-08-08,-0.0004961766365927335,1.0190086002691552
2003-08-11,3.724455907167662e-05,1.0190465527951624
2003-08-12,0.0013855872289617824,1.020458530684433
2003-08-13,-0.0014967404382709923,1.018931169135979
2003-08-14,0.0013782063388005313,1.0203354665320838
2003-08-15,-0.0021971149663975245,1.01809367220782
2003-08-18,0.0022971067897535895,1.0204323420948538
2003-08-19,8.243873423878587e-06,1.0204407544099197
2003-08-20,-0.000239586238836828,1.0201962708476149
2003-08-21,-8.925658798206084e-05,1.020105211609407
2003-08-25,-4.116950459879913e-05,1.0200632143832065
2003-08-26,-3.5525011472600765e-05,1.0200269766258128
2003-08-27,0.0005816922589746473,1.0206203184220615
2003-08-28,-6.696500279650743e-05,1.0205519725795842
2003-08-29,0.0013681681029616213,1.0219482592358822
2003-09-02,-0.0015917523424897801,1.0203215707003401
2003-09-03,0.0014845893985603363,1.0218363292873245
2003-09-04,-0.0009737058029463015,1.020841361323836
2003-09-05,-0.00036945320481003373,1.0204642082112922
2003-09-08,0.0,1.0204642082112922
2003-09-09,-0.00035357196292324896,1.020103400678102
2003-09-10,0.0,1.020103400678102
2003-09-11,0.0,1.020103400678102
2003-09-12,-0.0005046094191142924,1.0195886468936493
2003-09-15,0.0009452062312353994,1.02055236843599
2003-09-16,0.0026407949113912577,1.0232474379373642
2003-09-17,0.0019712277910112724,1.0252644917241074
2003-09-18,0.0005949567935883745,1.0258744797986836
2003-09-19,0.000639714197229602,1.0265307462679865
2003-09-22,0.0002842841928195252,1.0268225727325937
2003-09-23,0.0019053066038282609,1.028778984561381
2003-09-24,-0.0004725938465016868,1.0282927899438672
2003-09-25,-1.0620969841459993e-05,1.0282818684771569
2003-09-26,-0.0014926740210960492,1.0267469788457169
2003-09-29,-0.00047257213172008546,1.0262617668371865
2003-09-30,-0.0008744488003320937,1.025364353466349
2003-10-01,0.000311355427554158,1.0256836062230215
2003-10-02,-0.0010978932486366043,1.0245575151165118
2003-10-03,0.00020473231769063942,1.024767275151189
2003-10-06,0.0010428968736516599,1.0258360017386645
2003-10-07,-0.0011057371679823276,1.0247016967432876
2003-10-08,-0.0005282808562222026,1.0241603664535597
2003-10-09,-0.0004204181273345306,1.023729790870205
2003-10-10,0.0016471032529513131,1.0254159795388904
2003-10-14,0.0,1.0254159795388904
2003-10-15,0.0,1.0254159795388904
2003-10-16,0.0,1.0254159795388904
2003-10-17,0.0,1.0254159795388904
2003-10-20,0.0008694852835160419,1.0263075636425816
2003-10-21,0.0017701135120043567,1.0281242445284575
2003-10-22,-5.465508984461506e-05,1.0280680523055015
2003-10-23,0.0013601611238631536,1.029466390502933
2003-10-24,-0.000379343545646507,1.0290758690722357
2003-10-27,0.0022154457404879244,1.0313557308230108
2003-10-28,-0.0005535912120460994,1.0307847813539337
2003-10-29,-0.0009376501634911806,1.0298182658351729
2003-10-30,-0.0010794606210662245,1.0287066175703492
2003-10-31,-0.00044301522560669104,1.0282508848760832
2003-11-03,0.0,1.0282508848760832
2003-11-04,0.0,1.0282508848760832
2003-11-05,0.0014010656018323998,1.0296915318209368
2003-11-06,0.0009269629920464709,1.0306460177641585
2003-11-07,0.0006847789912984579,1.0313517825045888
2003-11-10,-0.00013969981722900785,1.031207702849074
2003-11-12,0.0032389307719901655,1.0345477132101453
2003-11-13,-0.0005089667685473503,1.0340211628036446
2003-11-14,-0.002067461507816476,1.0318833638512805
2003-11-17,0.0,1.0318833638512805
2003-11-18,0.0,1.0318833638512805
2003-11-19,0.0,1.0318833638512805
2003-11-20,0.0,1.0318833638512805
2003-11-21,0.0,1.0318833638512805
2003-11-24,0.0,1.0318833638512805
2003-11-25,0.0,1.0318833638512805
2003-11-26,0.0,1.0318833638512805
2003-11-28,0.0005258899710539955,1.0324260209636276
2003-12-01,0.0012941716478834828,1.0337621574484959
2003-12-02,0.0,1.0337621574484959
2003-12-03,0.0,1.0337621574484959
2003-12-04,0.0,1.0337621574484959
2003-12-05,-0.0003545199841068665,1.033395668104867
2003-12-08,0.0,1.033395668104867
2003-12-09,0.0,1.033395668104867
2003-12-10,0.0,1.033395668104867
2003-12-11,0.0,1.033395668104867
2003-12-12,0.0011644866044599675,1.034599043517482
2003-12-15,0.0025543338534048813,1.0372417548790391
2003-12-16,0.00044624784924496806,1.037704621781301
2003-12-17,0.0013655626041902671,1.039121672407001
2003-12-18,-0.0010106597541289022,1.038071473953056
2003-12-19,-0.00019351103252003414,1.0378705956703018
2003-12-22,0.0014384348038527965,1.0393635048570093
2003-12-23,0.001273499366040255,1.04068713362153
2003-12-24,0.00039933880022605724,1.041102720372881
2003-12-26,0.0018662212997300276,1.0430456484448478
2003-12-29,0.0006884443597785441,1.0437637273385112
2003-12-30,-0.0007984686880779766,1.0429303146844797
2003-12-31,-0.0007339636802680197,1.0421648417124507
2004-01-02,0.0003632957990312687,1.042543455821343
2004-01-05,-0.0007750216211846956,1.0417354621020567
2004-01-06,0.001521286798387689,1.0433202405079647
2004-01-07,0.0005526636975919357,1.0438968457298563
2004-01-08,-4.998141391933603e-05,1.0438446702895208
2004-01-09,0.0004735646842054873,1.0443389982611662
2004-01-12,-0.000994701649017606,1.0433001925374623
2004-01-13,0.0,1.0433001925374623
2004-01-14,0.0,1.0433001925374623
2004-01-15,0.0,1.0433001925374623
2004-01-16,0.0,1.0433001925374623
2004-01-20,0.0,1.0433001925374623
2004-01-21,0.0,1.0433001925374623
2004-01-22,0.0,1.0433001925374623
2004-01-23,0.0,1.0433001925374623
2004-01-26,0.00121196405399915,1.0445646348683482
2004-01-27,0.0,1.0445646348683482
2004-01-28,0.0,1.0445646348683482
2004-01-29,0.0,1.0445646348683482
2004-01-30,-0.0005402683401032476,1.0440002896669374
2004-02-02,0.0009135344478749747,1.0449540198951397
2004-02-03,8.247397574245115e-05,1.0450402014076283
2004-02-04,0.0009634082014710272,1.0460470017085315
2004-02-05,0.00045584276305732536,1.0465238346640782
2004-02-06,-0.00028540765341199243,1.046225148752187
2004-02-09,-0.000673813486420706,1.0455201881371252
2004-02-10,0.001475470590253763,1.0470628224262382
2004-02-11,0.0008327986706313248,1.0479348149528223
2004-02-12,0.0007261919884605506,1.04869581681987
2004-02-13,0.0011967107461652786,1.0499508023733168
2004-02-17,-0.0023306546932485525,1.0475037296080854
2004-02-18,-0.0017122839997519477,1.045710105732197
2004-02-19,-0.0007112738903552783,1.0449663194371088
2004-02-20,0.0007229004595315939,1.0457217260696248
2004-02-23,-0.0005426049173536942,1.0451543123188758
2004-02-24,-0.0006315673962860365,1.0444942269311275
2004-02-25,-0.00024181959396040852,1.044241647761277
2004-02-26,-0.00127009056557335,1.0429153662962767
2004-02-27,0.0,1.0429153662962767
2004-03-01,0.0,1.0429153662962767
2004-03-02,0.0004423418844350102,1.0433766914447105
2004-03-03,0.0,1.0433766914447105
2004-03-04,0.0002980711801035306,1.043687691966422
2004-03-05,0.0,1.043687691966422
2004-03-08,0.0013757111245274627,1.0451235047347924
2004-03-09,0.0047937043828588256,1.0501335178600684
2004-03-10,0.002033829604447297,1.0522693104973146
2004-03-11,0.0022827948534978725,1.0546714254638117
2004-03-12,-0.0014196727694051627,1.053174137160411
2004-03-15,0.0013248126222163755,1.054569395550713
2004-03-16,-0.0012336272511837992,1.0532684500060971
2004-03-17,0.0018076431943506053,1.0551723835515747
2004-03-18,-0.0007052706007906257,1.0544282014906896
2004-03-19,-0.00038079065424599136,1.0540266850859885
2004-03-22,0.0005595705330575253,1.0546164873600188
2004-03-23,0.00034812839672754563,1.054983629306926
2004-03-24,0.0011435866839308263,1.0561900945371663
2004-03-25,0.0010287107720214654,1.057276608664719
2004-03-26,0.0006607137617482793,1.0579751658700383
2004-03-29,0.0012686695778966158,1.0593173867771475
2004-03-30,0.0005730178629260781,1.0599243945622792
2004-03-31,0.001965359610808483,1.0620075271578624
2004-04-01,-0.00045915360923729116,1.0615199025687307
2004-04-02,-0.00011755758912875523,1.0613951128481725
2004-04-05,0.000706771869779309,1.0621452770566548
2004-04-06,-0.0011112745618927135,1.0609649420292273
2004-04-07,0.00024800966006260976,1.0612280715838383
2004-04-08,-8.608690075559249e-05,1.0611367137481607
2004-04-12,0.0,1.0611367137481607
2004-04-13,0.0,1.0611367137481607
2004-04-14,0.0,1.0611367137481607
2004-04-15,0.0011036252812728327,1.0623078110523398
2004-04-16,0.001279931283926698,1.0636674920528655
2004-04-19,0.0004092468747979097,1.064102794649812
2004-04-20,0.001437301433523718,1.0656322311219788
2004-04-21,-0.00024242169464182978,1.0653738987506451
2004-04-22,1.973089684031656e-05,1.0653949195331378
2004-04-23,0.0013634494757549425,1.0668475316776471
2004-04-26,0.0010526998542591962,1.0679706019187611
2004-04-27,0.0002920413556126377,1.0682824935011
2004-04-28,-0.0023376185525783733,1.065785256524897
2004-04-29,0.0008871265572606818,1.0667307429302972
2004-04-30,0.000585916880069214,1.067355758479069
2004-05-03,-0.0006264563205022632,1.0666871067179453
2004-05-04,0.0008032626744889455,1.0675439366561303
2004-05-05,-0.0002029398283139158,1.0673272894729078
2004-05-06,0.0003913632097577403,1.0677450021067778
2004-05-07,-0.0006011481396097331,1.0671031291851838
2004-05-10,-0.0006722442032309536,1.0663857752923394
2004-05-11,0.001133464653694564,1.0675944858758357
2004-05-12,-0.0014589075486741293,1.0660369642214687
2004-05-13,0.00028953132192584014,1.0663456153129414
2004-05-14,-0.0022294115094465775,1.0639682921251148
2004-05-17,0.0015194386051350225,1.0655849266228092
2004-05-18,0.0008332995815655154,1.0664728780962864
2004-05-19,0.0007689533392735565,1.0672929459771434
2004-05-20,0.00039262023649687676,1.0677119867860043
2004-05-21,0.0006719273225779436,1.0684294116425699
2004-05-24,0.0012117641768409865,1.0697240961290817
2004-05-25,-0.000535706617299929,1.0691510378521
2004-05-26,-0.001469928368967576,1.06757946241085
2004-05-27,0.0001276554168890224,1.0677157447121863
2004-05-28,-0.00012378690227089789,1.0675835754876426
2004-06-01,-0.0009176292869380537,1.0666039295325211
2004-06-02,-0.0013074873536438117,1.0652093583833107
2004-06-03,0.0022474471968364396,1.0676033601698531
2004-06-04,-0.001855396748532774,1.0656225323666713
2004-06-07,-0.0005951222827380765,1.064988356652672
2004-06-08,0.0026279689346287933,1.0677871129696965
2004-06-09,2.9463155532523898e-05,1.0678185733474814
2004-06-10,0.00045102991606047686,1.0683001914689862
2004-06-14,-0.0005368016793670617,1.0677267261321375
2004-06-15,0.0006714841275657828,1.0684436876813128
2004-06-16,0.000550076016590381,1.0690314129289837
2004-06-17,-0.00012029618830817416,1.0689028125248266
2004-06-18,-0.0012387635891400134,1.0675786946403414
2004-06-21,0.0007568714639894116,1.0683867144898778
2004-06-22,0.001645069454880319,1.070144284839885
2004-06-23,-0.001387293618536965,1.0686596805026127
2004-06-24,0.0005657047813257126,1.069264226393483
2004-06-25,0.0011914247223194804,1.0705381742275
2004-06-28,0.0005278154973421083,1.0711032208663536
2004-06-29,-0.0008552462620159875,1.0701871638404743
2004-06-30,0.0009734661744077115,1.0712289548447582
2004-07-01,0.0008772657664877838,1.072168707334914
2004-07-02,-0.0005786632185233419,1.0715482827399276
2004-07-06,-0.0004850226864538958,1.0710285575131682
2004-07-07,3.9675304336333345e-06,1.0710328068515653
2004-07-08,0.0003536052430399149,1.071411529667536
2004-07-09,0.0,1.071411529667536
2004-07-12,0.0,1.071411529667536
2004-07-13,0.0,1.071411529667536
2004-07-14,0.0,1.071411529667536
2004-07-15,0.0,1.071411529667536
2004-07-16,0.0,1.071411529667536
2004-07-19,0.0,1.071411529667536
2004-07-20,0.0013788040801101323,1.0728887962561187
2004-07-21,0.0006440246407846211,1.0735797630777293
2004-07-22,0.0015994667792903123,1.0752969182436904
2004-07-23,0.00281581902174633,1.0783247597601064
2004-07-26,0.0012451116251369144,1.0796673944541566
2004-07-27,-0.0021425826005194966,1.0773541178804509
2004-07-28,0.0001830104203789048,1.0775512849104611
2004-07-29,0.0027011006395588183,1.0804618593752902
2004-07-30,0.002493869819034181,1.0831563905970039
2004-08-02,7.848523907887583e-05,1.0832414023852797
2004-08-03,-0.0008996212102563841,1.0822668954438661
2004-08-04,0.0017053898300109689,1.0841125824007136
2004-08-05,0.0010680846534244829,1.0852705064125603
2004-08-06,-0.0016275918786297038,1.0835041289502068
2004-08-09,-0.0008255195444873146,1.0826096751152257
2004-08-10,1.236082027249695e-05,1.0826230570588449
2004-08-11,-0.00015645270098957244,1.0824536777574145
2004-08-12,-0.0014561914143073119,1.0808774180054788
2004-08-13,0.001250241588940958,1.0822287759060165
2004-08-16,-0.0011140063042612478,1.0810231662270042
2004-08-17,0.0005230687222673534,1.0815886156333039
2004-08-18,-0.0009626502601477523,1.0805474240710917
2004-08-19,-0.0019430417092321268,1.0784478753573183
2004-08-20,0.0004741544248994343,1.0789592261894423
2004-08-23,-0.0023270229182869636,1.0764484633422022
2004-08-24,-0.0014969632627151626,1.0748370595383727
2004-08-25,-0.00011507389889128241,1.0747133738472587
2004-08-26,0.001371573917543438,1.0761874226796628
2004-08-27,6.623579868641821e-05,1.0762587048131405
2004-08-30,-0.0013152294536496814,1.0748431776648233
2004-08-31,-0.0037590051081511492,1.0708028366695197
2004-09-01,0.001147916343920185,1.0720320287468486
2004-09-02,0.0017081784884322646,1.0738632507972643
2004-09-03,-0.0018292819657299204,1.0718988521189208
2004-09-07,0.0006292073936115892,1.072573298801878
2004-09-08,0.00047476713292687444,1.073082521351804
2004-09-09,0.0005126010524857255,1.073632584581653
2004-09-13,0.00050307822146562,1.0741727057528119
2004-09-14,-0.0002089217730711396,1.0739482876865414
2004-09-15,-0.000975307978948818,1.0729008573525822
2004-09-16,0.0002857366088188171,1.073207424405161
2004-09-17,0.0033911438587520167,1.0768468251715997
2004-09-20,0.00012137358196344264,1.0769775259279968
2004-09-21,-0.002272515442333603,1.0745300778692792
2004-09-22,0.00017333276618214355,1.0747163291400221
2004-09-23,-0.0011499468647297245,1.0734804624668537
2004-09-24,0.0007636209386593911,1.0743001946252353
2004-09-27,0.00048211442848250345,1.0748181302495858
2004-09-28,-0.00015255537393153457,1.0746541609678173
2004-09-29,-0.0007386983718031025,1.0738603156888589
2004-09-30,0.00011581358431796574,1.0739846833010755
2004-10-01,0.002357220128176972,1.0765163016139065
2004-10-04,-0.0006086382680849226,1.075861092596527
2004-10-05,0.0017868202840736573,1.0777834630196241
2004-10-06,0.0,1.0777834630196241
2004-10-07,0.0,1.0777834630196241
2004-10-08,0.0,1.0777834630196241
2004-10-12,0.0,1.0777834630196241
2004-10-13,0.0005583768014007069,1.0783852723023077
2004-10-14,0.0023358970407190093,1.0809042692686337
2004-10-15,0.0008389039434698283,1.0818110441226365
2004-10-18,-0.0011306981843863559,1.080587842339198
2004-10-19,0.00020449632491131116,1.0808088185817
2004-10-20,0.0003556379355101214,1.0811931951986216
2004-10-21,0.001071628251860749,1.082351832372316
2004-10-22,0.001319881775767728,1.0837804088308332
2004-10-25,-0.0009436245148654729,1.0827577270683295
2004-10-26,-0.0016194830587499074,1.0810042192726117
2004-10-27,0.0005411436269498271,1.0815891978165768
2004-10-28,-0.0007897931919454519,1.0807349660316594
2004-10-29,0.00014553645835854376,1.0808922523710398
2004-11-01,-0.0008392327985482697,1.0799851321411533
2004-11-02,-0.0003223686121376543,1.0796369788329756
2004-11-03,-0.0006802909484018373,1.0789025115687156
2004-11-04,0.00019945337407518797,1.0791177023149463
2004-11-05,-2.2738409673299636e-05,1.0790931648945454
2004-11-08,0.001000129530436657,1.080172397834849
2004-11-09,-0.00018287891810022695,1.0799748570753713
2004-11-10,0.0011351604712069975,1.0812008018430208
2004-11-12,0.002386848867680937,1.0837814647526356
2004-11-15,-0.00048621652625334844,1.0832545122936257
2004-11-16,0.0,1.0832545122936257
2004-11-17,-0.0023270686750030724,1.0807337046510115
2004-11-18,0.0017769800547334513,1.0826541468886544
2004-11-19,0.0009254036358121764,1.0836560389725123
2004-11-22,0.0,1.0836560389725123
2004-11-23,0.0,1.0836560389725123
2004-11-24,0.0,1.0836560389725123
2004-11-26,0.0,1.0836560389725123
2004-11-29,0.0,1.0836560389725123
2004-11-30,-0.0016905850954889896,1.0818240262243888
2004-12-01,0.0,1.0818240262243888
2004-12-02,0.0,1.0818240262243888
2004-12-03,0.0,1.0818240262243888
2004-12-06,0.0,1.0818240262243888
2004-12-07,0.0004546042361815675,1.0823158280095133
2004-12-08,0.0006727464058570589,1.083043952092809
2004-12-09,0.0009122307711157442,1.0840319381123789
2004-12-10,0.0010713516241181256,1.0851933174898714
2004-12-13,0.0009847743320483618,1.0862619880142457
2004-12-14,-0.0003162793735704437,1.0859184257531431
2004-12-15,-0.000986483259389039,1.0848471854050756
2004-12-16,-0.0014262702316930871,1.0832999001585963
2004-12-17,0.0003721572874047776,1.083703058110885
2004-12-20,0.00160825007084189,1.0854459236308636
2004-12-21,-9.283157590913704e-05,1.0853451599752089
2004-12-22,-0.003096742768820066,1.0819841251993818
2004-12-23,0.0007505690778507233,1.0827962290264816
2004-12-27,-0.001350664637627372,1.0813337344501794
2004-12-28,0.0008408118632153526,1.0822429326822
2004-12-29,0.0002823341345301669,1.0825484868039503
2004-12-30,-0.0006570734133963365,1.081837172974559
2004-12-31,-0.00022124041976519064,1.0815978268642925
2005-01-03,0.0,1.0815978268642925
2005-01-04,0.00074778989999732,1.0824066347950807
2005-01-05,0.0,1.0824066347950807
2005-01-06,0.0,1.0824066347950807
2005-01-07,0.0,1.0824066347950807
2005-01-10,0.0,1.0824066347950807
2005-01-11,0.0,1.0824066347950807
2005-01-12,0.0,1.0824066347950807
2005-01-13,0.0,1.0824066347950807
2005-01-14,-0.0006498012242657581,1.0817032856386375
2005-01-18,0.0015690804625248579,1.083400565130382
2005-01-19,0.002096226825060809,1.0856716184572943
2005-01-20,0.00011933771880826526,1.0858011800316159
2005-01-21,0.0019070510777905508,1.0878718583422613
2005-01-24,-0.0013331353482392682,1.0864215779135504
2005-01-25,-0.0009214972535826725,1.0854204434132702
2005-01-26,0.0005717964129284237,1.086041082929333
