,returns,cummret
2003-04-08,0.0,1.0177928703092256
2003-04-09,0.0,1.0177928703092256
2003-04-10,0.0,1.0177928703092256
2003-04-11,0.0,1.0177928703092256
2003-04-14,0.0,1.0177928703092256
2003-04-15,0.0,1.0177928703092256
2003-04-16,0.0,1.0177928703092256
2003-04-17,0.0,1.0177928703092256
2003-04-21,0.0,1.0177928703092256
2003-04-22,0.0016094277197905788,1.0194309343677066
2003-04-23,0.0017014673299187901,1.0211654627976419
2003-04-24,-0.0011616336672482137,1.019979242616225
2003-04-25,0.0011862900515398666,1.0211892338445179
2003-04-28,-0.0015653637151027888,1.0195907012716041
2003-04-29,-0.001571158378734741,1.0179887627984212
2003-04-30,0.0012938695676243438,1.0193059074787896
2003-05-01,-0.0005101736803308697,1.018785884432588
2003-05-02,0.000623858519953651,1.0194214626865998
2003-05-05,0.0018106512881224182,1.021267279471153
2003-05-06,0.0005608848588651658,1.0218400928250628
2003-05-07,-0.00011396160278283503,1.0217236422902967
2003-05-08,-0.0003535970121281871,1.0213623638631621
2003-05-09,-0.0011717936050024665,1.020165537976797
2003-05-12,0.0011778077178900925,1.0213670968209516
2003-05-13,-0.0003531068612242193,1.0210064450912355
2003-05-14,0.005648028200064142,1.026773118285558
2003-05-15,-0.0033018575378388035,1.0233828597252965
2003-05-16,0.0006523413174113167,1.0240504546482259
2003-05-19,-0.00017649435154110235,1.0238697155272873
2003-05-20,-0.0005492775470130658,1.0233073268814816
2003-05-21,-0.0015043447751005906,1.0217679198509653
2003-05-22,0.00031849631501449684,1.0220933491682378
2003-05-23,0.003658759900975854,1.0258329433292286
2003-05-27,0.0023133095919645706,1.0282060125167853
2003-05-28,-0.000604864327441142,1.0275840873785536
2003-05-29,0.0030661223253692776,1.030734785890059
2003-05-30,-9.333991556247003e-05,1.0306385771921769
2003-06-02,-0.0018343950992179663,1.0287479788371106
2003-06-03,1.582261094269094e-05,1.0287642563161379
2003-06-04,-0.002921949762359491,1.025758258841871
2003-06-05,0.0013229457865620853,1.027115281408437
2003-06-06,-0.002445074316833876,1.0246039082134377
2003-06-09,0.003206871131483262,1.0278896809078923
2003-06-10,0.001125422917219815,1.0290464915111597
2003-06-11,0.0010452563714194764,1.0301221089128985
2003-06-12,-0.0006189682281514362,1.029484496056365
2003-06-13,0.002952269732376025,1.0325238119740225
2003-06-16,0.0016101047969210962,1.0341862835166171
2003-06-17,-0.003290738343310692,1.0307830470593229
2003-06-18,0.0001061940936398385,1.0308925101307447
2003-06-19,-0.003972631840733739,1.0267971537206253
2003-06-20,-0.00010102265542138306,1.0266934239455774
2003-06-23,0.0007625505649836157,1.027476329596072
2003-06-24,0.003025768366307485,1.0305852349712936
2003-06-25,0.0010841435990108167,1.0317025373570228
2003-06-26,0.0004050730312570496,1.0321204522311855
2003-06-27,-0.004591922112320638,1.0273810355040067
2003-06-30,0.001382760059219776,1.0288016569655016
2003-07-01,-0.0009697230458145562,1.02780400428917
2003-07-02,0.0015002327264370214,1.0293459494927677
2003-07-03,0.0009535535288563253,1.0303274859553204
2003-07-07,-0.0022706261798208158,1.0279879973919213
2003-07-08,-0.0007149287527398393,1.0272530592151143
2003-07-09,-0.0006664902088849515,1.0265684051091004
2003-07-10,-0.0015052821111159868,1.0250231300530528
2003-07-11,0.0024223505068170156,1.027506095351636
2003-07-14,-0.0009814293352552452,1.0264976707275042
2003-07-15,0.003909137165297153,1.030510390922236
2003-07-16,0.0,1.030510390922236
2003-07-17,0.0,1.030510390922236
2003-07-18,0.0,1.030510390922236
2003-07-21,-0.0005538824415300852,1.02993960931089
2003-07-22,0.001286979196282029,1.0312651201614997
2003-07-23,0.0009347313901292235,1.03222907604086
2003-07-24,0.0010978638069432702,1.0333623229839195
2003-07-25,0.0,1.0333623229839195
2003-07-28,0.0,1.0333623229839195
2003-07-29,0.0007332759051666762,1.0341200626766707
2003-07-30,0.0,1.0341200626766707
2003-07-31,0.0,1.0341200626766707
2003-08-01,0.0,1.0341200626766707
2003-08-04,0.0,1.0341200626766707
2003-08-05,0.0,1.0341200626766707
2003-08-06,-0.0005842585735311872,1.0335158691639912
2003-08-07,0.0011037505128954359,1.0346566128346666
2003-08-08,-0.0005037965353682262,1.0341353564178246
2003-08-11,0.0005343980959041806,1.0346879963832016
2003-08-12,0.0013202972387816904,1.036054092087827
2003-08-13,-0.0013615018795555033,1.0346435024941283
2003-08-14,0.0,1.0346435024941283
2003-08-15,-0.0020990441336070868,1.0324717401198433
2003-08-18,0.0019656995877420243,1.034501269393752
2003-08-19,-6.180863851711722e-05,1.0344373282787467
2003-08-20,-0.0006552301946799452,1.0337595337067544
2003-08-21,-0.0002569539800322306,1.0334939050801721
2003-08-25,0.0005346911205766007,1.0340465050943886
2003-08-26,-0.00028180896905247356,1.0337551015148356
2003-08-27,0.0011548029847612395,1.0349488849915771
2003-08-28,9.681709167176083e-05,1.0350490857326509
2003-08-29,0.001441860497467945,1.0365414821223091
2003-09-02,-0.0013856825949212226,1.0351051646316183
2003-09-03,0.0014083490989169403,1.0365629540575114
2003-09-04,-0.0006115428934841266,1.0359290513493087
2003-09-05,-0.0004957353108005789,1.0354155047390707
2003-09-08,0.0,1.0354155047390707
2003-09-09,-0.0002877223107257518,1.035117592597486
2003-09-10,0.0,1.035117592597486
2003-09-11,0.0,1.035117592597486
2003-09-12,-0.0005374822098526974,1.0345612353063594
2003-09-15,0.0006672328174504253,1.0352515285142179
2003-09-16,0.002247071927712751,1.0375778131620639
2003-09-17,0.0020806119350338602,1.0397366099436551
2003-09-18,4.689239947898785e-05,1.0397853656881215
2003-09-19,0.0007722634572981772,1.0405883539294758
2003-09-22,0.0003883893030632527,1.0409925073150341
2003-09-23,0.002041254975775144,1.0431174384503354
2003-09-24,-0.0010044133314809304,1.0420697173888558
2003-09-25,-0.00018195184971815746,1.0418801108762417
2003-09-26,-0.0007536651651419831,1.04109488213042
2003-09-29,-0.0010207820889167095,1.0400321511218784
2003-09-30,-0.0009573837143551044,1.0390364412779887
2003-10-01,0.0002993471425697027,1.0393474738677109
2003-10-02,-0.000909766889751122,1.0384019099490396
2003-10-03,0.0002568054644930288,1.0386685772338546
2003-10-06,0.0008596034552513839,1.039561420331706
2003-10-07,-0.0008692498887519487,1.038657781682732
2003-10-08,-0.0002645866796664539,1.0383829666689668
2003-10-09,0.0006696636603855631,1.0390783340073084
2003-10-10,0.0015202178287346095,1.040657959416118
2003-10-14,0.0,1.040657959416118
2003-10-15,0.0,1.040657959416118
2003-10-16,0.0,1.040657959416118
2003-10-17,0.0,1.040657959416118
2003-10-20,0.0009320674857968897,1.0416279228639256
2003-10-21,0.0019251829866029908,1.0436332472193937
2003-10-22,-0.00037359274314865314,1.0432433534117238
2003-10-23,0.0009518409746539737,1.0442363551820366
2003-10-24,0.00023287044900239216,1.0444795269709326
2003-10-27,0.0019508874067347493,1.0465171889266924
2003-10-28,-0.00013641268292541482,1.0463744307092233
2003-10-29,-0.0015614523014712087,1.0447405669461918
2003-10-30,-0.0012477347243348312,1.0434370078628918
2003-10-31,0.00030609931430280166,1.0437564032155167
2003-11-03,0.0,1.0437564032155167
2003-11-04,0.0,1.0437564032155167
2003-11-05,0.000845682222948306,1.0446390894508044
2003-11-06,0.0011003346884202012,1.0457885420778068
2003-11-07,1.5155279199179604e-05,1.0458043912951454
2003-11-10,0.00033727183789343377,1.0461571116642745
2003-11-12,0.0029715435145715365,1.0492658130446635
2003-11-13,0.0,1.0492658130446635
2003-11-14,0.0,1.0492658130446635
2003-11-17,0.0,1.0492658130446635
2003-11-18,0.0,1.0492658130446635
2003-11-19,0.0,1.0492658130446635
2003-11-20,0.0,1.0492658130446635
2003-11-21,0.0,1.0492658130446635
2003-11-24,0.0,1.0492658130446635
2003-11-25,0.0,1.0492658130446635
2003-11-26,0.0,1.0492658130446635
2003-11-28,0.0,1.0492658130446635
2003-12-01,0.0,1.0492658130446635
2003-12-02,0.0,1.0492658130446635
2003-12-03,0.0,1.0492658130446635
2003-12-04,0.0,1.0492658130446635
2003-12-05,0.0,1.0492658130446635
2003-12-08,0.0,1.0492658130446635
2003-12-09,0.002646600999080197,1.0520428009937681
2003-12-10,0.0,1.0520428009937681
2003-12-11,-0.0003532134193616125,1.0516712053587145
2003-12-12,0.0016538901207791296,1.0534105539755652
2003-12-15,0.0023961962595091674,1.0559347324047288
2003-12-16,0.0003504302985495788,1.0563047639282541
2003-12-17,0.0011242999224147935,1.057492367292385
2003-12-18,-0.000836434863955909,1.0566078438080144
2003-12-19,-0.00020559534997829899,1.056390610148577
2003-12-22,0.0008490439084501265,1.0572875321610675
2003-12-23,0.0011901305054467612,1.058545842306121
2003-12-24,3.747665583870002e-05,1.0585855130643425
2003-12-26,0.001097606847035346,1.0597474237716544
2003-12-29,0.0009245417433052512,1.0607272045022915
2003-12-30,-0.0009328265755206414,1.059737729976554
2003-12-31,-0.000941751164818613,1.0587397207349463
2004-01-02,0.0005508538701027958,1.0593229316075448
2004-01-05,-0.0007301662079571619,1.0585494497995709
2004-01-06,0.0012486882047523726,1.0598712480116828
2004-01-07,0.00021476276359368445,1.0600988688899593
2004-01-08,0.0001855157534353044,1.0602955339303375
2004-01-09,0.000716793488065274,1.0610555468644833
2004-01-12,-0.0015339762285940684,1.0594279128783752
2004-01-13,0.0,1.0594279128783752
2004-01-14,0.0,1.0594279128783752
2004-01-15,0.0,1.0594279128783752
2004-01-16,0.0,1.0594279128783752
2004-01-20,0.0,1.0594279128783752
2004-01-21,0.0,1.0594279128783752
2004-01-22,0.0,1.0594279128783752
2004-01-23,0.0,1.0594279128783752
2004-01-26,0.0011365289258702272,1.0606319833462359
2004-01-27,0.0,1.0606319833462359
2004-01-28,0.0,1.0606319833462359
2004-01-29,0.0,1.0606319833462359
2004-01-30,-0.00035379244639508443,1.060256739762123
2004-02-02,0.0007502874739515105,1.0610522371131392
2004-02-03,0.0002100013884580507,1.0612750595561595
2004-02-04,0.0006885921070400019,1.0620058451855683
2004-02-05,0.00012184929696283653,1.0621352498511745
2004-02-06,-0.00023687743258586955,1.0618836539801308
2004-02-09,-0.0007899424400148791,1.061044827015494
2004-02-10,0.0015883863795883735,1.0627301761668582
2004-02-11,0.0006586799301136942,1.0634301752050253
2004-02-12,0.0002113096231060041,1.0636548882345473
2004-02-13,0.0011132563041201383,1.0648390087442825
2004-02-17,-0.001228455142310356,1.063530901788258
2004-02-18,-0.0015797720467852776,1.0618507653987206
2004-02-19,-3.898995817714149e-05,1.0618093638817874
2004-02-20,0.0006817237128862524,1.0625332245037102
2004-02-23,-0.0008915038851365241,1.0615859720059786
2004-02-24,-0.00011604257184325874,1.0614627828395542
2004-02-25,0.00011143203215132659,1.0615810637944991
2004-02-26,-0.0012384941128672812,1.0602663018966583
2004-02-27,-0.001354962673409718,1.058829680633714
2004-03-01,-0.0008168816500209895,1.0579647420971068
2004-03-02,0.00027000003923753884,1.0582503926189848
2004-03-03,-0.00010565399759019777,1.0581385842345532
2004-03-04,0.0,1.0581385842345532
2004-03-05,-0.0009057550897726956,1.057180169826198
2004-03-08,0.0013007841645256005,1.0585553330501585
2004-03-09,0.0038886836711639525,1.0626717198888143
2004-03-10,0.001752625086162374,1.0645341850034467
2004-03-11,0.0024401951473354,1.0671318561558647
2004-03-12,-0.001316384540787884,1.0657271002774389
2004-03-15,0.0017010550300482685,1.0675399607220246
2004-03-16,-0.0008739499117951049,1.0666069842675139
2004-03-17,0.0008896014871491494,1.067555839426922
2004-03-18,0.00011114724180254557,1.0676744953139445
2004-03-19,0.00031115410130895006,1.0680067066120245
2004-03-22,0.0006667918439310835,1.0687188447732572
2004-03-23,0.0004104288720742351,1.069157477843282
2004-03-24,0.0008601563444771889,1.0700771204310942
2004-03-25,0.0003933885769981458,1.0704980765467789
2004-03-26,0.0008412179084545095,1.071398598699736
2004-03-29,0.0005689712559642444,1.0720081937060766
2004-03-30,-4.300248518344842e-05,1.0719620946896102
2004-03-31,0.0017665468960038273,1.0738557660006178
2004-04-01,-0.00010114658633599504,1.0737471491556696
2004-04-02,0.00010157573518735936,1.0738562158117504
2004-04-05,0.0011543524804833128,1.0750958243981552
2004-04-06,-0.0011786677053429611,1.0738286436697881
2004-04-07,0.0005170147660208998,1.0743838289347416
2004-04-08,0.00033202002491181364,1.0747405458803894
2004-04-12,0.0,1.0747405458803894
2004-04-13,0.0,1.0747405458803894
2004-04-14,0.0,1.0747405458803894
2004-04-15,0.00038687378169506857,1.075156334819715
2004-04-16,0.0008788553124349486,1.0761012416762696
2004-04-19,0.00036807302914446116,1.0764973255199595
2004-04-20,0.0012930412176606863,1.0778892809325582
2004-04-21,-0.0002674578584498915,1.077600990973834
2004-04-22,-0.00018558197362306963,1.077401007655151
2004-04-23,0.0012485298135067116,1.0787461749343108
2004-04-26,0.000691170498797548,1.0794917724661162
2004-04-27,5.434120526596423e-05,1.0795504333501067
2004-04-28,-0.001382475992032328,1.078057980793812
2004-04-29,0.0006430849684429052,1.0787512636763703
2004-04-30,0.00046476757138963986,1.0792526322813225
2004-05-03,-0.0006717322960737768,1.0785276634325964
2004-05-04,0.0009545697382398839,1.0795571933019636
2004-05-05,-0.000491184964255558,1.0790269310405598
2004-05-06,0.0007585315986057732,1.0798454070635009
2004-05-07,-0.0008356888290120768,1.078942992319758
2004-05-10,-0.0007668829508894245,1.0781155693339664
2004-05-11,0.0009143010169101475,1.079101291495355
2004-05-12,-0.0015625790063715193,1.0774151104715162
2004-05-13,0.001337168157499347,1.0788557956496474
2004-05-14,-0.001541682550475432,1.077192542495015
2004-05-17,0.001300520073958921,1.0785934530200487
2004-05-18,0.0003997360451921672,1.079024605701329
2004-05-19,0.0009188528703816985,1.0800160705574902
2004-05-20,1.1750819782413869e-05,1.0800287616316973
2004-05-21,0.00029538643426695824,1.0803477874765015
2004-05-24,0.001003390540463409,1.081431798226866
2004-05-25,-0.0007195068915186822,1.0806537005953343
2004-05-26,-0.00140075991395297,1.0791399642106754
2004-05-27,-0.00014253606820517455,1.0789861478431337
2004-05-28,-4.700584971815611e-05,1.0789354291824202
2004-06-01,-0.0015462214358610716,1.0772671560939084
2004-06-02,-0.0007893566935006784,1.0764168080535572
2004-06-03,0.0021595926577192264,1.0787414298888751
2004-06-04,-0.001522162803265004,1.0770994098099573
2004-06-07,-0.00029261786751174626,1.0767842312775606
2004-06-08,0.002200381397586684,1.0791535672692782
2004-06-09,0.00029240033792755655,1.0794691121370237
2004-06-10,0.0008803351021479895,1.0804194066881225
2004-06-14,-0.0007502970726246251,1.0796087711700775
2004-06-15,-0.00025861756880470434,1.0793295653744173
2004-06-16,0.0004052316013296803,1.0797669438225563
2004-06-17,-0.0007108037459537364,1.0789994414341302
2004-06-18,-0.0011753423208286438,1.0777312477264622
2004-06-21,0.0010602853482748866,1.0788739503778046
2004-06-22,0.0010463428797207498,1.0800028224538987
2004-06-23,-0.0017266541096088196,1.0781380311421196
2004-06-24,0.00023284910328408596,1.0783890746158875
2004-06-25,0.0011331074892284773,1.0796110053526369
2004-06-28,0.00011745667675562782,1.0797378128735144
2004-06-29,-0.00016645546305629625,1.0795580846158932
2004-06-30,0.0007672995039982944,1.0803864289987561
2004-07-01,0.0004967715960791445,1.080923134289472
2004-07-02,-0.0002625843656505369,1.0806393007739377
2004-07-06,-0.0002203069271940342,1.0804012284501792
2004-07-07,-3.9103913598226986e-05,1.0803589805338905
2004-07-08,0.0005872022014787996,1.0809933697056473
2004-07-09,0.0,1.0809933697056473
2004-07-12,0.0,1.0809933697056473
2004-07-13,0.0,1.0809933697056473
2004-07-14,0.0,1.0809933697056473
2004-07-15,0.0,1.0809933697056473
2004-07-16,0.0,1.0809933697056473
2004-07-19,0.0,1.0809933697056473
2004-07-20,0.0,1.0809933697056473
2004-07-21,0.0004411005799002995,1.0814701965078928
2004-07-22,0.0015536426183825826,1.083150414695698
2004-07-23,0.0022013807699163275,1.085534841189536
2004-07-26,0.00045491906964483506,1.086028671689557
2004-07-27,-0.0013268105435680572,1.0845877173973422
2004-07-28,0.0003347069834180522,1.0849507364804845
2004-07-29,0.0018927541885659467,1.0870042815313457
2004-07-30,0.002027551763911325,1.0892082389797435
2004-08-02,0.00014793743040947792,1.089369373647799
2004-08-03,-0.0007627012119210174,1.0885385103062881
2004-08-04,0.0017093371584610162,1.0903991896303706
2004-08-05,0.0009501252574237533,1.091435205441113
2004-08-06,-0.0012474602573431762,1.09007368339886
2004-08-09,-0.0008390586904062353,1.089159047601621
2004-08-10,0.00010107818083043623,1.0892691378167876
2004-08-11,-5.5027786702207745e-05,1.0892091977470104
2004-08-12,-0.001266367683617551,1.0878298584182846
2004-08-13,0.0003598542038583737,1.088221318565919
2004-08-16,-0.0005561333367527924,1.0876161224128995
2004-08-17,0.0003250221866864843,1.0879696217832815
2004-08-18,-0.0009017890887265497,1.0869885026494914
2004-08-19,-0.0016376711846320402,1.085208372900676
2004-08-20,0.0005419115294619443,1.0857964598298198
2004-08-23,-0.0018204091790804755,1.0838198659877325
2004-08-24,-0.0011251154591305074,1.082600443501597
2004-08-25,-8.568820013042959e-05,1.082507677418133
2004-08-26,0.0012185864915868864,1.0838268066508738
2004-08-27,5.8656744609804834e-05,1.0838903804030726
2004-08-30,-0.0012021735933264196,1.0825873560096915
2004-08-31,-0.002923583236790547,1.0794223217633
2004-09-01,0.0006537986914434395,1.0801280466647838
2004-09-02,0.0015877708448965482,1.0818430424860332
2004-09-03,-0.0015367100101223803,1.0801805634532637
2004-09-07,0.0003693710244367888,1.0805795508545633
2004-09-08,0.0006216985079898268,1.081251345549094
2004-09-09,0.00022805613733889105,1.0814979315544524
2004-09-13,-0.0004799066952197338,1.080978913456233
2004-09-14,0.0002602114860693254,1.0812601965857132
2004-09-15,-0.0012893489378520066,1.0798660748997038
2004-09-16,-5.317124587841444e-05,1.0798086570751195
2004-09-17,0.0025818019163690404,1.0825965091352678
2004-09-20,0.00026765983916631365,1.082886276742785
2004-09-21,-0.0015560258306590554,1.081201277724507
2004-09-22,0.0006332419099248943,1.0818859396866265
2004-09-23,-0.0008553177759982984,1.0809605834108098
2004-09-24,0.0005569662329699843,1.0815626419549413
2004-09-27,0.00042041196717086974,1.0820173438328642
2004-09-28,-0.0003470265840763232,1.0816418550501226
2004-09-29,-0.000737028662494219,1.080844654000397
2004-09-30,0.0002428874732957986,1.0811071776274326
2004-10-01,0.001734688807929291,1.0829825621486349
2004-10-04,-0.0008533417357030086,1.0820584079293147
2004-10-05,0.0009241520034422876,1.0830583943748442
2004-10-06,0.0,1.0830583943748442
2004-10-07,0.0,1.0830583943748442
2004-10-08,0.0,1.0830583943748442
2004-10-12,0.0,1.0830583943748442
2004-10-13,0.0007628796042014824,1.0838846375340718
2004-10-14,0.001909383840548251,1.0859541893459979
2004-10-15,0.0005052922934851087,1.0865029136289523
2004-10-18,-0.0010377594543290037,1.0853753849581778
2004-10-19,0.0005822875148876168,1.0860073854938053
2004-10-20,0.0004563231291961163,1.0865029557822838
2004-10-21,0.0007067446396547107,1.087270835922252
2004-10-22,0.0007756773618541385,1.0881142072958812
2004-10-25,-0.0003852377236242188,1.0876950246556194
2004-10-26,-0.0012036362885893856,1.0863858354530258
2004-10-27,0.000261758350330721,1.0866702060171367
2004-10-28,-0.000416801961409951,1.086217279743863
2004-10-29,-0.00022757160651307607,1.0859700875324894
2004-11-01,-0.00042547816320530254,1.0855080309743501
2004-11-02,-0.0006067255656033065,1.0848494255002903
2004-11-03,-0.00043073220722786765,1.0843821459127347
2004-11-04,-0.0001641764141892335,1.084204115940408
2004-11-05,-0.00022289862359253342,1.0839624483352717
2004-11-08,0.0008554456142593229,1.0848897192577218
2004-11-09,-0.000489909201223796,1.0843582218019443
2004-11-10,0.0008080530209654483,1.08523444073888
2004-11-12,0.0018927113754077791,1.0872884763098507
2004-11-15,-0.00038710838959970205,1.0868675778187562
2004-11-16,0.0,1.0868675778187562
2004-11-17,-0.001635655611586448,1.0850898367660455
2004-11-18,0.0010025707730822626,1.0861777161225559
2004-11-19,0.0012948297620422357,1.0875841313562584
2004-11-22,-0.0009157254019735803,1.0865882029403922
2004-11-23,-0.00041352214036556763,1.0861388746610163
2004-11-24,0.0,1.0861388746610163
2004-11-26,0.0,1.0861388746610163
2004-11-29,-5.190204194082792e-05,1.0860825018355902
2004-11-30,0.0,1.0860825018355902
2004-12-01,-0.0017990597729788038,1.0841285744964015
2004-12-02,0.0,1.0841285744964015
2004-12-03,0.0,1.0841285744964015
2004-12-06,0.0,1.0841285744964015
2004-12-07,0.0,1.0841285744964015
2004-12-08,0.0,1.0841285744964015
2004-12-09,0.0,1.0841285744964015
2004-12-10,0.00042442409930826394,1.0845887047901666
2004-12-13,0.0007026190187132044,1.0853507574416337
2004-12-14,0.0,1.0853507574416337
2004-12-15,0.0,1.0853507574416337
2004-12-16,0.0,1.0853507574416337
2004-12-17,0.0,1.0853507574416337
2004-12-20,-0.0007386002757868246,1.0845491170728618
2004-12-21,0.0011025307829496157,1.0857448658600555
2004-12-22,0.0023615549807197147,1.088308912055818
2004-12-23,-0.0004434378450465387,1.087826314697111
2004-12-27,0.0013363453498040953,1.089280026334151
2004-12-28,-0.00044380884035008874,1.0887965942288471
2004-12-29,5.437204606917757e-05,1.0888557943274286
2004-12-30,0.0003186536257398548,1.0892027621741989
2004-12-31,0.0002624410720639444,1.089488613714799
2005-01-03,0.00023771440908630778,1.0897476008568145
2005-01-04,0.0005462473456459428,1.0903428725912065
2005-01-05,0.0,1.0903428725912065
2005-01-06,0.0,1.0903428725912065
2005-01-07,0.0,1.0903428725912065
2005-01-10,0.0,1.0903428725912065
2005-01-11,0.0,1.0903428725912065
2005-01-12,0.0,1.0903428725912065
2005-01-13,0.0,1.0903428725912065
2005-01-14,-0.0006195202258117002,1.0896673831285666
2005-01-18,0.001223530629162,1.091000624547423
2005-01-19,0.001724161562733645,1.092881685889186
2005-01-20,-0.0002524535171903402,1.0926057840637105
2005-01-21,0.0013475770591462703,1.0940781545530052
2005-01-24,-0.0007572051792315918,1.0932497129078935
2005-01-25,-0.0007246320129055013,1.0924575091678208
2005-01-26,0.0005676762646533258,1.0930776713659178
2005-01-27,0.0005654579941607827,1.0936957608734303
2005-01-28,-6.92654245525821e-05,1.093620005572222
