KYTREASNOX,TIDXFAM,CALDT,TDYTM,TDBID,TDASK
2000001,RISKFREE,,,,
2000002,RISKFREE,,,,
2000003,FIXEDTERM,20200102,1.6104194552164E+00,1.0084375000000E+02,1.0088281250000E+02
2000003,FIXEDTERM,20200103,1.5844911737098E+00,1.0086718750000E+02,1.0090625000000E+02
2000003,FIXEDTERM,20200106,1.6006434112184E+00,1.0084375000000E+02,1.0088281250000E+02
2000003,FIXEDTERM,20200107,1.5981663309404E+00,1.0084375000000E+02,1.0088281250000E+02
2000003,FIXEDTERM,20200108,1.6036190756861E+00,1.0083593750000E+02,1.0087500000000E+02
2000003,FIXEDTERM,20200109,1.6170689353455E+00,1.0082031250000E+02,1.0085937500000E+02
2000003,FIXEDTERM,20200110,1.5906539279316E+00,1.0084375000000E+02,1.0088281250000E+02
2000003,FIXEDTERM,20200113,1.6071805327551E+00,1.0082031250000E+02,1.0085937500000E+02
2000003,FIXEDTERM,20200114,1.6046742987810E+00,1.0082031250000E+02,1.0085937500000E+02
2000003,FIXEDTERM,20200115,1.6183562858616E+00,1.0080468750000E+02,1.0084375000000E+02
2000003,FIXEDTERM,20200116,1.5793140997384E+00,1.0083593750000E+02,1.0088281250000E+02
2000003,FIXEDTERM,20200117,1.6133651296500E+00,1.0080468750000E+02,1.0084375000000E+02
2000003,FIXEDTERM,20200121,1.5949741601534E+00,1.0081250000000E+02,1.0085156250000E+02
2000003,FIXEDTERM,20200122,1.5675906606037E+00,1.0083593750000E+02,1.0087500000000E+02
2000003,FIXEDTERM,20200123,1.5566231446998E+00,1.0084375000000E+02,1.0088281250000E+02
2000003,FIXEDTERM,20200124,1.5788278532687E+00,1.0082031250000E+02,1.0085937500000E+02
2000003,FIXEDTERM,20200127,1.5414504998560E+00,1.0084375000000E+02,1.0089062500000E+02
2000003,FIXEDTERM,20200128,1.5386530270394E+00,1.0084375000000E+02,1.0089062500000E+02
2000003,FIXEDTERM,20200129,1.5358393437551E+00,1.0084375000000E+02,1.0089062500000E+02
2000003,FIXEDTERM,20200130,1.4992002887843E+00,1.0087500000000E+02,1.0092187500000E+02
2000003,FIXEDTERM,20200131,1.4987099114264E+00,1.0096093750000E+02,1.0100000000000E+02
2000003,FIXEDTERM,20200203,1.4983570657020E+00,1.0095312500000E+02,1.0099218750000E+02
2000003,FIXEDTERM,20200204,1.5309456966973E+00,1.0091406250000E+02,1.0096093750000E+02
2000003,FIXEDTERM,20200205,1.5479750653515E+00,1.0089843750000E+02,1.0093750000000E+02
2000003,FIXEDTERM,20200206,1.5256245308231E+00,1.0091406250000E+02,1.0096093750000E+02
2000003,FIXEDTERM,20200207,1.5387743152607E+00,1.0089843750000E+02,1.0094531250000E+02
2000003,FIXEDTERM,20200210,1.5108170452386E+00,1.0092187500000E+02,1.0096093750000E+02
2000003,FIXEDTERM,20200211,1.5360777404640E+00,1.0089062500000E+02,1.0093750000000E+02
2000003,FIXEDTERM,20200212,1.5414152118698E+00,1.0088281250000E+02,1.0092968750000E+02
2000003,FIXEDTERM,20200213,1.5427578855182E+00,1.0088281250000E+02,1.0092187500000E+02
2000003,FIXEDTERM,20200214,1.5360355281977E+00,1.0088281250000E+02,1.0092968750000E+02
2000003,FIXEDTERM,20200218,1.4965263837514E+00,1.0091406250000E+02,1.0095312500000E+02
2000003,FIXEDTERM,20200219,1.4813958401657E+00,1.0092187500000E+02,1.0096875000000E+02
2000003,FIXEDTERM,20200220,1.4990095490584E+00,1.0090625000000E+02,1.0094531250000E+02
2000003,FIXEDTERM,20200221,1.4714535077225E+00,1.0092968750000E+02,1.0096875000000E+02
2000003,FIXEDTERM,20200224,1.3878701317422E+00,1.0100000000000E+02,1.0103906250000E+02
2000003,FIXEDTERM,20200225,1.4012929492754E+00,1.0098437500000E+02,1.0102343750000E+02
2000003,FIXEDTERM,20200226,1.3230326710847E+00,1.0105468750000E+02,1.0109375000000E+02
2000003,FIXEDTERM,20200227,1.2360141476956E+00,1.0113281250000E+02,1.0117187500000E+02
2000003,FIXEDTERM,20200228,1.1218025519911E+00,1.0134375000000E+02,1.0139062500000E+02
2000003,FIXEDTERM,20200302,9.7441284944366E-01,1.0148437500000E+02,1.0152343750000E+02
2000003,FIXEDTERM,20200303,8.1041942678391E-01,1.0164062500000E+02,1.0168750000000E+02
2000003,FIXEDTERM,20200304,7.3556508587615E-01,1.0171093750000E+02,1.0175781250000E+02
2000003,FIXEDTERM,20200305,5.9776121877724E-01,1.0184375000000E+02,1.0189062500000E+02
2000003,FIXEDTERM,20200306,4.8679483982858E-01,1.0195312500000E+02,1.0199218750000E+02
2000003,FIXEDTERM,20200309,4.3082378985834E-01,1.0199218750000E+02,1.0203125000000E+02
2000003,FIXEDTERM,20200310,5.3211127082917E-01,1.0188281250000E+02,1.0192968750000E+02
2000003,FIXEDTERM,20200311,4.6711550684190E-01,1.0194531250000E+02,1.0198437500000E+02
2000003,FIXEDTERM,20200312,3.8189037212762E-01,1.0202343750000E+02,1.0206250000000E+02
2000003,FIXEDTERM,20200313,4.3991753555469E-01,1.0196093750000E+02,1.0200000000000E+02
2000003,FIXEDTERM,20200316,4.5493229995140E-01,1.0192968750000E+02,1.0196875000000E+02
2000003,FIXEDTERM,20200317,4.4922184121459E-01,1.0192968750000E+02,1.0196875000000E+02
2000003,FIXEDTERM,20200318,3.5438734206663E-01,1.0201562500000E+02,1.0205468750000E+02
2000003,FIXEDTERM,20200319,2.9965647849044E-01,1.0206250000000E+02,1.0210156250000E+02
2000003,FIXEDTERM,20200320,2.2430154299387E-01,1.0212500000000E+02,1.0217187500000E+02
2000003,FIXEDTERM,20200323,2.2539008389027E-01,1.0210937500000E+02,1.0214843750000E+02
2000003,FIXEDTERM,20200324,2.3947281233436E-01,1.0208593750000E+02,1.0213281250000E+02
2000003,FIXEDTERM,20200325,1.5462279669497E-01,1.0216406250000E+02,1.0220312500000E+02
2000003,FIXEDTERM,20200326,1.2721184715684E-01,1.0217968750000E+02,1.0222656250000E+02
2000003,FIXEDTERM,20200327,1.2867260865626E-01,1.0217187500000E+02,1.0221875000000E+02
2000003,FIXEDTERM,20200330,1.0381731607541E-01,1.0217968750000E+02,1.0221875000000E+02
2000003,FIXEDTERM,20200331,1.6531500435396E-01,1.0206250000000E+02,1.0210156250000E+02
2000003,FIXEDTERM,20200401,1.4426850684510E-01,1.0207812500000E+02,1.0211718750000E+02
2000003,FIXEDTERM,20200402,1.4631689950949E-01,1.0207031250000E+02,1.0210937500000E+02
2000003,FIXEDTERM,20200403,1.4837669933273E-01,1.0206250000000E+02,1.0210156250000E+02
2000003,FIXEDTERM,20200406,1.6636174777517E-01,1.0202343750000E+02,1.0207031250000E+02
2000003,FIXEDTERM,20200407,1.6065487810714E-01,1.0202343750000E+02,1.0207031250000E+02
2000003,FIXEDTERM,20200408,1.9819797917171E-01,1.0198437500000E+02,1.0202343750000E+02
2000003,FIXEDTERM,20200409,1.9254692961675E-01,1.0198437500000E+02,1.0202343750000E+02
2000003,FIXEDTERM,20200413,2.0953678795305E-01,1.0194531250000E+02,1.0198437500000E+02
2000003,FIXEDTERM,20200414,1.7181541500302E-01,1.0197656250000E+02,1.0201562500000E+02
2000003,FIXEDTERM,20200415,1.6599292309555E-01,1.0197656250000E+02,1.0201562500000E+02
2000003,FIXEDTERM,20200416,1.2794512943457E-01,1.0200781250000E+02,1.0204687500000E+02
2000003,FIXEDTERM,20200417,1.3810527311693E-01,1.0199218750000E+02,1.0203125000000E+02
2000003,FIXEDTERM,20200420,1.4451848659385E-01,1.0196875000000E+02,1.0200781250000E+02
2000003,FIXEDTERM,20200421,1.2218689824529E-01,1.0198437500000E+02,1.0202343750000E+02
2000003,FIXEDTERM,20200422,1.2429017603097E-01,1.0197656250000E+02,1.0201562500000E+02
2000003,FIXEDTERM,20200423,1.0587745478294E-01,1.0198437500000E+02,1.0203125000000E+02
2000003,FIXEDTERM,20200424,1.4500832319425E-01,1.0194531250000E+02,1.0198437500000E+02
2000003,FIXEDTERM,20200427,1.5161698319962E-01,1.0192187500000E+02,1.0196093750000E+02
2000003,FIXEDTERM,20200428,1.1217082819551E-01,1.0195312500000E+02,1.0199218750000E+02
2000003,FIXEDTERM,20200429,1.2264688240353E-01,1.0193750000000E+02,1.0197656250000E+02
2000003,FIXEDTERM,20200430,1.5761510712211E-01,1.0207031250000E+02,1.0210937500000E+02
2000003,FIXEDTERM,20200501,1.7130249408785E-01,1.0204687500000E+02,1.0209375000000E+02
2000003,FIXEDTERM,20200504,1.3890767190683E-01,1.0206250000000E+02,1.0210937500000E+02
2000003,FIXEDTERM,20200505,1.6439596081083E-01,1.0203125000000E+02,1.0207812500000E+02
2000003,FIXEDTERM,20200506,1.4699828809300E-01,1.0204687500000E+02,1.0208593750000E+02
2000003,FIXEDTERM,20200507,1.0597825527605E-01,1.0207812500000E+02,1.0212500000000E+02
2000003,FIXEDTERM,20200508,1.5911442983994E-01,1.0202343750000E+02,1.0206250000000E+02
2000003,FIXEDTERM,20200511,1.4184245016987E-01,1.0202343750000E+02,1.0206250000000E+02
2000003,FIXEDTERM,20200512,1.3204255052039E-01,1.0202343750000E+02,1.0207031250000E+02
2000003,FIXEDTERM,20200513,1.3814331192680E-01,1.0201562500000E+02,1.0205468750000E+02
2000003,FIXEDTERM,20200514,1.3227743179440E-01,1.0201562500000E+02,1.0205468750000E+02
2000003,FIXEDTERM,20200515,1.4242610282536E-01,1.0200000000000E+02,1.0203906250000E+02
2000003,FIXEDTERM,20200518,1.4894361188763E-01,1.0197656250000E+02,1.0201562500000E+02
2000003,FIXEDTERM,20200519,1.5926015401614E-01,1.0196093750000E+02,1.0200000000000E+02
2000003,FIXEDTERM,20200520,1.4113948814179E-01,1.0196875000000E+02,1.0201562500000E+02
2000003,FIXEDTERM,20200521,1.7190929192348E-01,1.0193750000000E+02,1.0197656250000E+02
2000003,FIXEDTERM,20200522,1.8648211226198E-01,1.0191406250000E+02,1.0196093750000E+02
2000003,FIXEDTERM,20200526,1.7518057188026E-01,1.0190625000000E+02,1.0194531250000E+02
2000003,FIXEDTERM,20200527,1.8582295480001E-01,1.0189062500000E+02,1.0192968750000E+02
2000003,FIXEDTERM,20200528,1.8819045929432E-01,1.0188281250000E+02,1.0192187500000E+02
2000003,FIXEDTERM,20200529,1.9126062058365E-01,1.0192187500000E+02,1.0196093750000E+02
2000003,FIXEDTERM,20200601,1.9880910518967E-01,1.0189843750000E+02,1.0193750000000E+02
2000003,FIXEDTERM,20200602,1.8972838550839E-01,1.0189843750000E+02,1.0194531250000E+02
2000003,FIXEDTERM,20200603,2.0001941657733E-01,1.0188281250000E+02,1.0192968750000E+02
2000003,FIXEDTERM,20200604,1.8699648642260E-01,1.0189062500000E+02,1.0193750000000E+02
2000003,FIXEDTERM,20200605,2.0514964751677E-01,1.0186718750000E+02,1.0191406250000E+02
2000003,FIXEDTERM,20200608,2.0507452685582E-01,1.0185156250000E+02,1.0189843750000E+02
2000003,FIXEDTERM,20200609,2.1953543717176E-01,1.0183593750000E+02,1.0187500000000E+02
2000003,FIXEDTERM,20200610,1.7861596891453E-01,1.0186718750000E+02,1.0191406250000E+02
2000003,FIXEDTERM,20200611,2.2883832758524E-01,1.0181250000000E+02,1.0185937500000E+02
2000003,FIXEDTERM,20200612,2.0364436243907E-01,1.0183593750000E+02,1.0187500000000E+02
2000003,FIXEDTERM,20200615,1.7944717994593E-01,1.0184375000000E+02,1.0188281250000E+02
2000003,FIXEDTERM,20200616,1.8606296796206E-01,1.0182812500000E+02,1.0187500000000E+02
2000003,FIXEDTERM,20200617,2.0484154703982E-01,1.0180468750000E+02,1.0185156250000E+02
2000003,FIXEDTERM,20200618,2.0346382970294E-01,1.0180468750000E+02,1.0184375000000E+02
2000003,FIXEDTERM,20200619,1.6956335128685E-01,1.0182812500000E+02,1.0187500000000E+02
2000003,FIXEDTERM,20200622,1.5687547937666E-01,1.0182812500000E+02,1.0186718750000E+02
2000003,FIXEDTERM,20200623,1.9645427709592E-01,1.0178125000000E+02,1.0182812500000E+02
2000003,FIXEDTERM,20200624,1.9502767397671E-01,1.0178125000000E+02,1.0182031250000E+02
2000003,FIXEDTERM,20200625,1.8945610206467E-01,1.0178125000000E+02,1.0182031250000E+02
2000003,FIXEDTERM,20200626,1.6725901505334E-01,1.0179687500000E+02,1.0183593750000E+02
2000003,FIXEDTERM,20200629,1.7521027599461E-01,1.0177343750000E+02,1.0181250000000E+02
2000003,FIXEDTERM,20200630,1.7701722827319E-01,1.0192187500000E+02,1.0196875000000E+02
2000003,FIXEDTERM,20200701,1.7179684006698E-01,1.0192187500000E+02,1.0196875000000E+02
2000003,FIXEDTERM,20200702,1.8978549205064E-01,1.0189843750000E+02,1.0194531250000E+02
2000003,FIXEDTERM,20200706,1.6875385477976E-01,1.0189843750000E+02,1.0194531250000E+02
2000003,FIXEDTERM,20200707,1.6342294616443E-01,1.0189843750000E+02,1.0194531250000E+02
2000003,FIXEDTERM,20200708,1.6593762131078E-01,1.0189062500000E+02,1.0193750000000E+02
2000003,FIXEDTERM,20200709,1.6451762725688E-01,1.0188281250000E+02,1.0193750000000E+02
2000003,FIXEDTERM,20200710,1.7100982439570E-01,1.0187500000000E+02,1.0192187500000E+02
2000003,FIXEDTERM,20200713,1.6674450996234E-01,1.0185937500000E+02,1.0191406250000E+02
2000003,FIXEDTERM,20200714,1.3727296239590E-01,1.0188281250000E+02,1.0193750000000E+02
2000003,FIXEDTERM,20200715,1.4377840877250E-01,1.0187500000000E+02,1.0192187500000E+02
2000003,FIXEDTERM,20200716,1.0602527693896E-01,1.0190625000000E+02,1.0195312500000E+02
2000003,FIXEDTERM,20200717,1.4478483785838E-01,1.0185937500000E+02,1.0191406250000E+02
2000003,FIXEDTERM,20200720,1.5650330160264E-01,1.0183593750000E+02,1.0188281250000E+02
2000003,FIXEDTERM,20200721,1.5909304221506E-01,1.0182812500000E+02,1.0187500000000E+02
2000003,FIXEDTERM,20200722,1.2481356585475E-01,1.0185156250000E+02,1.0190625000000E+02
2000003,FIXEDTERM,20200723,1.3143447800107E-01,1.0184375000000E+02,1.0189062500000E+02
2000003,FIXEDTERM,20200724,1.6695416417041E-01,1.0180468750000E+02,1.0185156250000E+02
2000003,FIXEDTERM,20200727,1.3751912262317E-01,1.0181250000000E+02,1.0186718750000E+02
2000003,FIXEDTERM,20200728,1.4010586170880E-01,1.0180468750000E+02,1.0185937500000E+02
2000003,FIXEDTERM,20200729,1.3434045458325E-01,1.0180468750000E+02,1.0185937500000E+02
2000003,FIXEDTERM,20200730,1.3273686245317E-01,1.0180468750000E+02,1.0185156250000E+02
2000003,FIXEDTERM,20200731,1.1145820738407E-01,1.0210937500000E+02,1.0216406250000E+02
2000003,FIXEDTERM,20200803,1.2132266830324E-01,1.0208593750000E+02,1.0213281250000E+02
2000003,FIXEDTERM,20200804,1.1946266302687E-01,1.0207812500000E+02,1.0213281250000E+02
2000003,FIXEDTERM,20200805,1.4879235129793E-01,1.0204687500000E+02,1.0209375000000E+02
2000003,FIXEDTERM,20200806,1.2744294303900E-01,1.0206250000000E+02,1.0210937500000E+02
2000003,FIXEDTERM,20200807,1.3342783294820E-01,1.0204687500000E+02,1.0210156250000E+02
2000003,FIXEDTERM,20200810,1.3181033331115E-01,1.0203125000000E+02,1.0208593750000E+02
2000003,FIXEDTERM,20200811,1.3390930334690E-01,1.0202343750000E+02,1.0207812500000E+02
2000003,FIXEDTERM,20200812,1.3999812601295E-01,1.0201562500000E+02,1.0206250000000E+02
2000003,FIXEDTERM,20200813,1.7006196402044E-01,1.0197656250000E+02,1.0203125000000E+02
2000003,FIXEDTERM,20200814,1.4828029651384E-01,1.0199218750000E+02,1.0204687500000E+02
2000003,FIXEDTERM,20200817,1.1851307414025E-01,1.0200781250000E+02,1.0205468750000E+02
2000003,FIXEDTERM,20200818,1.5299106012328E-01,1.0196875000000E+02,1.0201562500000E+02
2000003,FIXEDTERM,20200819,1.2273082447157E-01,1.0199218750000E+02,1.0203906250000E+02
2000003,FIXEDTERM,20200820,1.5335210278115E-01,1.0195312500000E+02,1.0200781250000E+02
2000003,FIXEDTERM,20200821,1.3108008210495E-01,1.0196875000000E+02,1.0202343750000E+02
2000003,FIXEDTERM,20200824,1.4173038597564E-01,1.0194531250000E+02,1.0199218750000E+02
2000003,FIXEDTERM,20200825,1.4807667725452E-01,1.0192968750000E+02,1.0198437500000E+02
2000003,FIXEDTERM,20200826,1.4203109904712E-01,1.0192968750000E+02,1.0198437500000E+02
2000003,FIXEDTERM,20200827,1.4010513500306E-01,1.0192968750000E+02,1.0197656250000E+02
2000003,FIXEDTERM,20200828,1.4650324670391E-01,1.0191406250000E+02,1.0196875000000E+02
2000003,FIXEDTERM,20200831,1.3864824351793E-01,1.0185156250000E+02,1.0186718750000E+02
2000003,FIXEDTERM,20200901,1.2970081353977E-01,1.0185156250000E+02,1.0187500000000E+02
2000003,FIXEDTERM,20200902,1.4007969881785E-01,1.0184375000000E+02,1.0185156250000E+02
2000003,FIXEDTERM,20200903,1.3885833673141E-01,1.0183593750000E+02,1.0185156250000E+02
2000003,FIXEDTERM,20200904,1.6880959149711E-01,1.0179687500000E+02,1.0182031250000E+02
2000003,FIXEDTERM,20200908,1.4447081300363E-01,1.0180468750000E+02,1.0182031250000E+02
2000003,FIXEDTERM,20200909,1.4719317769840E-01,1.0178906250000E+02,1.0182031250000E+02
2000003,FIXEDTERM,20200910,1.4200450251241E-01,1.0178906250000E+02,1.0182031250000E+02
2000003,FIXEDTERM,20200911,1.6063424716480E-01,1.0177343750000E+02,1.0178906250000E+02
2000003,FIXEDTERM,20200914,1.4901286794195E-01,1.0176562500000E+02,1.0178906250000E+02
2000003,FIXEDTERM,20200915,1.4375492601596E-01,1.0177343750000E+02,1.0178125000000E+02
2000003,FIXEDTERM,20200916,1.3040459754518E-01,1.0177343750000E+02,1.0179687500000E+02
2000003,FIXEDTERM,20200917,1.3314884795411E-01,1.0177343750000E+02,1.0178125000000E+02
2000003,FIXEDTERM,20200918,1.5212864734745E-01,1.0174218750000E+02,1.0176562500000E+02
2000003,FIXEDTERM,20200921,1.4019644939635E-01,1.0173437500000E+02,1.0176562500000E+02
2000003,FIXEDTERM,20200922,1.3480544159735E-01,1.0173437500000E+02,1.0176562500000E+02
2000003,FIXEDTERM,20200923,1.3761107625351E-01,1.0173437500000E+02,1.0175000000000E+02
2000003,FIXEDTERM,20200924,1.1155246350510E-01,1.0175000000000E+02,1.0177343750000E+02
2000003,FIXEDTERM,20200925,1.3085694689986E-01,1.0172656250000E+02,1.0175000000000E+02
2000003,FIXEDTERM,20200928,1.1848825313165E-01,1.0171875000000E+02,1.0175000000000E+02
2000003,FIXEDTERM,20200929,1.1710778104940E-01,1.0171875000000E+02,1.0174218750000E+02
2000003,FIXEDTERM,20200930,1.3851657036471E-01,1.0196093750000E+02,1.0200781250000E+02
2000003,FIXEDTERM,20201001,1.1382711475565E-01,1.0197656250000E+02,1.0203125000000E+02
2000003,FIXEDTERM,20201002,1.6255901184797E-01,1.0192187500000E+02,1.0197656250000E+02
2000003,FIXEDTERM,20201005,1.5812790466742E-01,1.0191406250000E+02,1.0196093750000E+02
2000003,FIXEDTERM,20201006,1.4097302937203E-01,1.0192187500000E+02,1.0197656250000E+02
2000003,FIXEDTERM,20201007,1.5120604977695E-01,1.0190625000000E+02,1.0196093750000E+02
2000003,FIXEDTERM,20201008,1.5362225801485E-01,1.0189843750000E+02,1.0195312500000E+02
2000003,FIXEDTERM,20201009,1.6000097228325E-01,1.0189062500000E+02,1.0193750000000E+02
2000003,FIXEDTERM,20201013,1.3795549830810E-01,1.0189062500000E+02,1.0193750000000E+02
2000003,FIXEDTERM,20201014,1.2435774669436E-01,1.0189843750000E+02,1.0194531250000E+02
2000003,FIXEDTERM,20201015,1.4682465374458E-01,1.0186718750000E+02,1.0192187500000E+02
2000003,FIXEDTERM,20201016,1.3317301561384E-01,1.0187500000000E+02,1.0192968750000E+02
2000003,FIXEDTERM,20201019,1.5268386542920E-01,1.0184375000000E+02,1.0189062500000E+02
2000003,FIXEDTERM,20201020,1.3888958646243E-01,1.0185156250000E+02,1.0189843750000E+02
2000003,FIXEDTERM,20201021,1.5770845178495E-01,1.0182812500000E+02,1.0187500000000E+02
2000003,FIXEDTERM,20201022,1.3565069086743E-01,1.0184375000000E+02,1.0189062500000E+02
2000003,FIXEDTERM,20201023,1.6690368227136E-01,1.0180468750000E+02,1.0185937500000E+02
2000003,FIXEDTERM,20201026,1.5808778228347E-01,1.0179687500000E+02,1.0185156250000E+02
2000003,FIXEDTERM,20201027,1.3154437285023E-01,1.0182031250000E+02,1.0186718750000E+02
2000003,FIXEDTERM,20201028,1.3404555866044E-01,1.0181250000000E+02,1.0185937500000E+02
2000003,FIXEDTERM,20201029,1.3656175850184E-01,1.0180468750000E+02,1.0185156250000E+02
2000003,FIXEDTERM,20201030,1.5898646625602E-01,1.0182031250000E+02,1.0186718750000E+02
2000003,FIXEDTERM,20201102,1.2457940842259E-01,1.0183593750000E+02,1.0189062500000E+02
2000003,FIXEDTERM,20201103,1.4663077111799E-01,1.0181250000000E+02,1.0185937500000E+02
2000003,FIXEDTERM,20201104,1.5711619559485E-01,1.0179687500000E+02,1.0184375000000E+02
2000003,FIXEDTERM,20201105,1.4811883159758E-01,1.0179687500000E+02,1.0185156250000E+02
2000003,FIXEDTERM,20201106,1.5866719886356E-01,1.0178125000000E+02,1.0183593750000E+02
2000003,FIXEDTERM,20201109,1.1953200856391E-01,1.0180468750000E+02,1.0185937500000E+02
2000003,FIXEDTERM,20201110,1.6182191523495E-01,1.0175781250000E+02,1.0181250000000E+02
2000003,FIXEDTERM,20201112,1.5146752790331E-01,1.0175781250000E+02,1.0181250000000E+02
2000003,FIXEDTERM,20201113,1.6623420832568E-01,1.0174218750000E+02,1.0178906250000E+02
2000003,FIXEDTERM,20201116,1.3443572424914E-01,1.0175781250000E+02,1.0180468750000E+02
2000003,FIXEDTERM,20201117,1.2910614152309E-01,1.0175781250000E+02,1.0180468750000E+02
2000003,FIXEDTERM,20201118,1.3185454245553E-01,1.0175000000000E+02,1.0179687500000E+02
2000003,FIXEDTERM,20201119,1.1428940996781E-01,1.0175781250000E+02,1.0181250000000E+02
2000003,FIXEDTERM,20201120,1.4555635420018E-01,1.0172656250000E+02,1.0177343750000E+02
2000003,FIXEDTERM,20201123,1.1292891511653E-01,1.0174218750000E+02,1.0178906250000E+02
2000003,FIXEDTERM,20201124,9.0928046897048E-02,1.0175781250000E+02,1.0180468750000E+02
2000003,FIXEDTERM,20201125,1.2671881915195E-01,1.0171875000000E+02,1.0176562500000E+02
2000003,FIXEDTERM,20201127,1.1569824782458E-01,1.0171875000000E+02,1.0176562500000E+02
2000003,FIXEDTERM,20201130,1.1948718877448E-01,1.0174218750000E+02,1.0176562500000E+02
2000003,FIXEDTERM,20201201,1.1858452641786E-01,1.0173437500000E+02,1.0176562500000E+02
2000003,FIXEDTERM,20201202,1.1767688265915E-01,1.0174218750000E+02,1.0175000000000E+02
2000003,FIXEDTERM,20201203,1.1676421602297E-01,1.0173437500000E+02,1.0175000000000E+02
2000003,FIXEDTERM,20201204,1.2754556033861E-01,1.0171875000000E+02,1.0173437500000E+02
2000003,FIXEDTERM,20201207,1.1699470444947E-01,1.0171875000000E+02,1.0172656250000E+02
2000003,FIXEDTERM,20201208,1.0818095897141E-01,1.0171093750000E+02,1.0174218750000E+02
2000003,FIXEDTERM,20201209,1.1513468302126E-01,1.0171093750000E+02,1.0171875000000E+02
2000003,FIXEDTERM,20201210,1.0626600669236E-01,1.0170312500000E+02,1.0173437500000E+02
2000003,FIXEDTERM,20201211,1.1723043808963E-01,1.0168750000000E+02,1.0171875000000E+02
2000003,FIXEDTERM,20201214,1.1440255863125E-01,1.0167968750000E+02,1.0170312500000E+02
2000003,FIXEDTERM,20201215,1.0540468473866E-01,1.0167968750000E+02,1.0171093750000E+02
2000003,FIXEDTERM,20201216,1.1249024400658E-01,1.0167968750000E+02,1.0168750000000E+02
2000003,FIXEDTERM,20201217,1.1152582754340E-01,1.0167187500000E+02,1.0168750000000E+02
2000003,FIXEDTERM,20201218,1.1867050915759E-01,1.0165625000000E+02,1.0167968750000E+02
2000003,FIXEDTERM,20201221,1.1170463738250E-01,1.0164843750000E+02,1.0167187500000E+02
2000003,FIXEDTERM,20201222,9.8410485323089E-02,1.0165625000000E+02,1.0167968750000E+02
2000003,FIXEDTERM,20201223,1.0562064274166E-01,1.0164843750000E+02,1.0166406250000E+02
2000003,FIXEDTERM,20201224,1.0048766131863E-01,1.0164843750000E+02,1.0166406250000E+02
2000003,FIXEDTERM,20201228,1.2560753612036E-01,1.0160156250000E+02,1.0162500000000E+02
2000003,FIXEDTERM,20201229,9.1124193751363E-02,1.0162500000000E+02,1.0165625000000E+02
2000003,FIXEDTERM,20201230,1.0266601338367E-01,1.0160937500000E+02,1.0164062500000E+02
2000003,FIXEDTERM,20201231,8.4628699274386E-02,1.0201562500000E+02,1.0206250000000E+02
2000003,FIXEDTERM,20210104,1.0887860767117E-01,1.0196875000000E+02,1.0201562500000E+02
2000003,FIXEDTERM,20210105,1.0331752934990E-01,1.0196875000000E+02,1.0201562500000E+02
2000003,FIXEDTERM,20210106,1.2120931589319E-01,1.0194531250000E+02,1.0199218750000E+02
2000003,FIXEDTERM,20210107,1.3135281022111E-01,1.0192968750000E+02,1.0197656250000E+02
2000003,FIXEDTERM,20210108,1.2580679326450E-01,1.0192968750000E+02,1.0197656250000E+02
2000003,FIXEDTERM,20210111,9.7074120673553E-02,1.0193750000000E+02,1.0199218750000E+02
2000003,FIXEDTERM,20210112,1.1923356877829E-01,1.0191406250000E+02,1.0196093750000E+02
2000003,FIXEDTERM,20210113,9.7606642242242E-02,1.0192968750000E+02,1.0197656250000E+02
2000003,FIXEDTERM,20210114,1.3190709902616E-01,1.0189062500000E+02,1.0193750000000E+02
2000003,FIXEDTERM,20210115,1.4231521661717E-01,1.0187500000000E+02,1.0192187500000E+02
2000003,FIXEDTERM,20210118,1.2528998855132E-01,1.0187500000000E+02,1.0192187500000E+02
2000003,FIXEDTERM,20210119,1.1142585865611E-01,1.0188281250000E+02,1.0192968750000E+02
2000003,FIXEDTERM,20210120,8.5264448104630E-02,1.0189843750000E+02,1.0195312500000E+02
2000003,FIXEDTERM,20210121,1.0796933457306E-01,1.0187500000000E+02,1.0192187500000E+02
2000003,FIXEDTERM,20210122,1.1032323426326E-01,1.0186718750000E+02,1.0191406250000E+02
2000003,FIXEDTERM,20210125,1.0093408140066E-01,1.0185937500000E+02,1.0190625000000E+02
2000003,FIXEDTERM,20210126,1.1573264904380E-01,1.0183593750000E+02,1.0189062500000E+02
2000003,FIXEDTERM,20210127,9.7353897856261E-02,1.0185156250000E+02,1.0189843750000E+02
2000003,FIXEDTERM,20210128,9.9718026210826E-02,1.0184375000000E+02,1.0189062500000E+02
2000003,FIXEDTERM,20210129,1.0582348927391E-01,1.0175000000000E+02,1.0180468750000E+02
2000003,FIXEDTERM,20210201,9.5357532181808E-02,1.0175000000000E+02,1.0179687500000E+02
2000003,FIXEDTERM,20210202,9.4357617178102E-02,1.0174218750000E+02,1.0179687500000E+02
2000003,FIXEDTERM,20210203,9.3352167686629E-02,1.0174218750000E+02,1.0178906250000E+02
2000003,FIXEDTERM,20210204,1.0403779952355E-01,1.0172656250000E+02,1.0177343750000E+02
2000003,FIXEDTERM,20210205,9.1324479885230E-02,1.0173437500000E+02,1.0178125000000E+02
2000003,FIXEDTERM,20210208,6.8530385666146E-02,1.0174218750000E+02,1.0178906250000E+02
2000003,FIXEDTERM,20210209,8.7200622226560E-02,1.0171875000000E+02,1.0176562500000E+02
