Date,^DJI,^GSPC,^IXIC,^RUA
1992-02-12,3276.800048828125,417.1300048828125,644.9199829101562,237.5800018310547
1992-02-13,3246.699951171875,413.69000244140625,639.0999755859375,235.67999267578125
1992-02-14,3246.0,412.4800109863281,636.4299926757812,235.0399932861328
1992-02-18,3224.699951171875,407.3800048828125,626.4099731445312,232.2899932861328
1992-02-19,3230.300048828125,408.260009765625,622.4099731445312,232.36000061035156
1992-02-20,3280.60009765625,413.8999938964844,632.22998046875,235.41000366210938
1992-02-21,3280.199951171875,411.42999267578125,629.75,234.22000122070312
1992-02-24,3282.39990234375,412.2699890136719,624.9299926757812,234.13999938964844
1992-02-25,3257.800048828125,410.45001220703125,621.4000244140625,233.11000061035156
1992-02-26,3283.300048828125,415.3500061035156,632.4000244140625,235.9499969482422
1992-02-27,3269.5,413.8599853515625,633.9500122070312,235.44000244140625
1992-02-28,3267.699951171875,412.70001220703125,633.469970703125,234.82000732421875
1992-03-02,3275.300048828125,412.45001220703125,635.469970703125,234.89999389648438
1992-03-03,3290.300048828125,412.8500061035156,634.25,235.00999450683594
1992-03-04,3268.60009765625,409.3299865722656,630.2899780273438,233.2100067138672
1992-03-05,3241.5,406.510009765625,621.969970703125,231.1999969482422
1992-03-06,3221.60009765625,404.44000244140625,615.9500122070312,229.97000122070312
1992-03-09,3215.10009765625,405.2099914550781,615.8200073242188,230.35000610351562
1992-03-10,3231.0,406.8900146484375,623.4600219726562,231.52999877929688
1992-03-11,3208.60009765625,404.0299987792969,617.1400146484375,229.94000244140625
1992-03-12,3208.60009765625,403.8900146484375,615.9199829101562,229.7100067138672
1992-03-13,3235.89990234375,405.8399963378906,618.6199951171875,230.7899932861328
1992-03-16,3236.39990234375,406.3900146484375,617.9400024414062,230.9600067138672
1992-03-17,3256.0,409.5799865722656,623.27001953125,232.67999267578125
1992-03-18,3254.300048828125,409.1499938964844,624.9400024414062,232.5800018310547
1992-03-19,3261.39990234375,409.79998779296875,625.9600219726562,232.9600067138672
1992-03-20,3276.39990234375,411.29998779296875,624.280029296875,233.58999633789062
1992-03-23,3272.10009765625,409.9100036621094,621.8300170898438,232.85000610351562
1992-03-24,3261.0,408.8800048828125,618.6799926757812,232.2100067138672
1992-03-25,3259.39990234375,407.5199890136719,619.47998046875,231.7100067138672
1992-03-26,3267.699951171875,407.8599853515625,615.4000244140625,231.66000366210938
1992-03-27,3231.39990234375,403.5,604.6699829101562,229.1300048828125
1992-03-30,3235.199951171875,403.0,602.0700073242188,228.72000122070312
1992-03-31,3235.5,403.69000244140625,603.77001953125,229.0800018310547
1992-04-01,3249.300048828125,404.2300109863281,602.0900268554688,229.1699981689453
1992-04-02,3234.10009765625,400.5,593.8200073242188,227.02999877929688
1992-04-03,3249.10009765625,401.54998779296875,590.010009765625,227.19000244140625
1992-04-06,3275.5,405.5899963378906,596.2899780273438,229.1999969482422
1992-04-07,3213.60009765625,398.05999755859375,581.6099853515625,225.1199951171875
1992-04-08,3181.39990234375,394.5,573.6799926757812,222.86000061035156
1992-04-09,3225.0,400.6400146484375,586.75,226.4499969482422
1992-04-10,3255.39990234375,404.2900085449219,584.239990234375,228.27000427246094
1992-04-13,3269.89990234375,406.0799865722656,588.1500244140625,229.32000732421875
1992-04-14,3306.10009765625,412.3900146484375,594.8099975585938,232.64999389648438
1992-04-15,3353.800048828125,416.2799987792969,600.030029296875,234.5800018310547
1992-04-16,3366.5,416.0400085449219,591.8099975585938,234.14999389648438
1992-04-20,3336.300048828125,410.17999267578125,577.2000122070312,230.63999938964844
1992-04-21,3343.300048828125,410.260009765625,575.0499877929688,230.5
1992-04-22,3338.800048828125,409.80999755859375,578.22998046875,230.52000427246094
1992-04-23,3348.60009765625,411.6000061035156,576.0499877929688,231.22000122070312
1992-04-24,3324.5,409.0199890136719,572.8900146484375,229.97999572753906
1992-04-27,3304.56005859375,408.45001220703125,566.9400024414062,229.60000610351562
1992-04-28,3307.89990234375,409.1099853515625,560.3300170898438,229.5500030517578
1992-04-29,3333.199951171875,412.0199890136719,569.9400024414062,231.44000244140625
1992-04-30,3359.10009765625,414.95001220703125,578.6799926757812,233.35000610351562
1992-05-01,3336.10009765625,412.5299987792969,578.1400146484375,232.1999969482422
1992-05-04,3378.10009765625,416.9100036621094,583.5399780273438,234.5500030517578
1992-05-05,3359.39990234375,416.8399963378906,588.0700073242188,234.82000732421875
1992-05-06,3369.39990234375,416.7900085449219,589.3599853515625,234.91000366210938
1992-05-07,3363.39990234375,415.8500061035156,587.1599731445312,234.3800048828125
1992-05-08,3369.39990234375,416.04998779296875,585.760009765625,234.3800048828125
1992-05-11,3397.60009765625,418.489990234375,587.1300048828125,235.64999389648438
1992-05-12,3385.10009765625,416.2900085449219,583.9600219726562,234.52000427246094
1992-05-13,3392.0,416.45001220703125,582.3800048828125,234.52999877929688
1992-05-14,3368.89990234375,413.1400146484375,576.4600219726562,232.61000061035156
1992-05-15,3353.10009765625,410.0899963378906,574.4299926757812,231.2100067138672
1992-05-18,3376.0,412.80999755859375,576.530029296875,232.44000244140625
1992-05-19,3398.0,416.3699951171875,578.0499877929688,234.22000122070312
1992-05-20,3393.800048828125,415.3900146484375,580.2899780273438,234.02000427246094
1992-05-21,3378.699951171875,412.6000061035156,579.0999755859375,232.60000610351562
1992-05-22,3386.800048828125,414.0199890136719,580.2999877929688,233.24000549316406
1992-05-26,3364.199951171875,411.4100036621094,575.6500244140625,231.55999755859375
1992-05-27,3370.39990234375,412.1700134277344,577.3499755859375,232.1199951171875
1992-05-28,3398.39990234375,416.739990234375,580.489990234375,234.25
1992-05-29,3396.89990234375,415.3500061035156,585.3099975585938,234.0800018310547
1992-06-01,3413.199951171875,417.29998779296875,588.3699951171875,235.14999389648438
1992-06-02,3396.10009765625,413.5,589.1799926757812,233.41000366210938
1992-06-03,3407.0,414.5899963378906,589.9299926757812,233.85000610351562
1992-06-04,3399.699951171875,413.260009765625,588.260009765625,233.10000610351562
1992-06-05,3398.699951171875,413.4800109863281,585.4299926757812,233.0500030517578
1992-06-08,3404.10009765625,413.3599853515625,582.010009765625,232.74000549316406
1992-06-09,3369.89990234375,410.05999755859375,573.7999877929688,230.72000122070312
1992-06-10,3343.199951171875,407.25,569.7100219726562,229.16000366210938
1992-06-11,3351.5,409.04998779296875,567.6799926757812,229.8300018310547
1992-06-12,3354.39990234375,409.760009765625,569.52001953125,230.36000061035156
1992-06-15,3354.89990234375,410.2900085449219,569.010009765625,230.38999938964844
1992-06-16,3329.5,408.32000732421875,564.0700073242188,229.33999633789062
1992-06-17,3287.800048828125,402.260009765625,553.239990234375,225.9600067138672
1992-06-18,3274.10009765625,400.9599914550781,549.1699829101562,225.1199951171875
1992-06-19,3285.39990234375,403.6700134277344,554.2000122070312,226.60000610351562
1992-06-22,3280.800048828125,403.3999938964844,549.72998046875,226.1199951171875
1992-06-23,3285.60009765625,404.0400085449219,553.3599853515625,226.6999969482422
1992-06-24,3290.699951171875,403.8399963378906,551.3900146484375,226.47999572753906
1992-06-25,3284.0,403.1199951171875,548.2000122070312,226.0500030517578
1992-06-26,3282.39990234375,403.45001220703125,547.8400268554688,226.1999969482422
1992-06-29,3319.860107421875,408.94000244140625,558.7999877929688,229.25999450683594
1992-06-30,3318.5,408.1400146484375,563.5999755859375,229.24000549316406
1992-07-01,3354.10009765625,412.8800048828125,568.989990234375,231.8300018310547
1992-07-02,3330.300048828125,411.7699890136719,563.3499755859375,231.16000366210938
1992-07-06,3339.199951171875,413.8399963378906,563.1699829101562,232.0800018310547
1992-07-07,3295.199951171875,409.1600036621094,557.4099731445312,229.74000549316406
1992-07-08,3293.300048828125,410.2799987792969,557.5700073242188,230.16000366210938
1992-07-09,3324.10009765625,414.2300109863281,564.75,232.41000366210938
1992-07-10,3330.60009765625,414.6199951171875,567.7999877929688,232.88999938964844
1992-07-13,3337.300048828125,414.8699951171875,570.219970703125,233.1699981689453
1992-07-14,3358.39990234375,417.67999267578125,575.2100219726562,234.69000244140625
1992-07-15,3345.39990234375,417.1000061035156,575.469970703125,234.3300018310547
1992-07-16,3361.60009765625,417.5400085449219,576.1900024414062,234.52000427246094
1992-07-17,3331.60009765625,415.6199951171875,570.52001953125,233.3300018310547
1992-07-20,3303.0,413.75,564.280029296875,232.25
1992-07-21,3308.39990234375,413.760009765625,568.6300048828125,232.5500030517578
1992-07-22,3277.60009765625,410.92999267578125,563.8800048828125,231.0399932861328
1992-07-23,3290.0,412.0799865722656,565.239990234375,231.6300048828125
1992-07-24,3285.699951171875,411.6000061035156,565.6099853515625,231.52999877929688
1992-07-27,3282.199951171875,411.5400085449219,564.72998046875,231.57000732421875
1992-07-28,3334.10009765625,417.5199890136719,571.6300048828125,234.72999572753906
1992-07-29,3379.199951171875,422.2300109863281,577.489990234375,237.2100067138672
1992-07-30,3391.89990234375,423.9200134277344,578.7999877929688,238.13999938964844
1992-07-31,3393.800048828125,424.2099914550781,580.8300170898438,238.42999267578125
1992-08-03,3395.39990234375,425.0899963378906,582.3599853515625,239.00999450683594
1992-08-04,3384.300048828125,424.3599853515625,581.3200073242188,238.66000366210938
1992-08-05,3365.10009765625,422.19000244140625,576.8699951171875,237.3699951171875
1992-08-06,3340.60009765625,420.5899963378906,574.02001953125,236.41000366210938
1992-08-07,3332.199951171875,418.8800048828125,573.739990234375,235.67999267578125
1992-08-10,3337.56005859375,419.4200134277344,573.1400146484375,235.72999572753906
1992-08-11,3331.10009765625,418.8999938964844,571.5999755859375,235.47999572753906
1992-08-12,3320.800048828125,417.7799987792969,570.8499755859375,235.0
1992-08-13,3313.300048828125,417.7300109863281,570.989990234375,234.91000366210938
1992-08-14,3328.89990234375,419.9100036621094,573.1799926757812,236.0399932861328
1992-08-17,3324.89990234375,420.739990234375,572.469970703125,236.47000122070312
1992-08-18,3329.5,421.3399963378906,570.8699951171875,236.72000122070312
1992-08-19,3307.10009765625,418.19000244140625,567.6099853515625,235.0500030517578
1992-08-20,3304.89990234375,418.260009765625,567.8599853515625,235.0399932861328
1992-08-21,3254.10009765625,414.8500061035156,563.7000122070312,233.1999969482422
1992-08-24,3228.199951171875,410.7200012207031,555.3900146484375,230.60000610351562
1992-08-25,3232.199951171875,411.6099853515625,554.219970703125,230.75999450683594
1992-08-26,3246.800048828125,413.510009765625,558.7999877929688,231.8699951171875
1992-08-27,3254.60009765625,413.5299987792969,563.27001953125,232.3300018310547
1992-08-28,3267.60009765625,414.8399963378906,563.5599975585938,232.8800048828125
1992-08-31,3257.39990234375,414.0299987792969,563.1199951171875,232.4600067138672
1992-09-01,3266.260009765625,416.07000732421875,565.6099853515625,233.58999633789062
1992-09-02,3290.300048828125,417.9800109863281,571.25,234.75999450683594
1992-09-03,3292.199951171875,417.9800109863281,574.8800048828125,234.94000244140625
1992-09-04,3281.89990234375,417.0799865722656,573.4400024414062,234.5
1992-09-08,3260.60009765625,414.44000244140625,571.1699829101562,233.02999877929688
1992-09-09,3271.39990234375,416.3599853515625,574.8900146484375,234.02000427246094
1992-09-10,3305.199951171875,419.95001220703125,581.239990234375,235.94000244140625
1992-09-11,3305.699951171875,419.5799865722656,583.010009765625,236.0800018310547
1992-09-14,3376.199951171875,425.2699890136719,594.2100219726562,239.35000610351562
1992-09-15,3327.300048828125,419.7699890136719,587.8599853515625,236.52000427246094
1992-09-16,3319.199951171875,419.9200134277344,585.8900146484375,236.42999267578125
1992-09-17,3315.699951171875,419.92999267578125,587.8200073242188,236.41000366210938
1992-09-18,3327.10009765625,422.92999267578125,589.1199951171875,237.77999877929688
1992-09-21,3320.800048828125,422.1400146484375,588.5800170898438,237.4499969482422
1992-09-22,3280.89990234375,417.1400146484375,583.0,234.91000366210938
1992-09-23,3278.699951171875,417.44000244140625,582.9600219726562,234.9600067138672
1992-09-24,3287.89990234375,418.4700012207031,585.9299926757812,235.6300048828125
1992-09-25,3250.300048828125,414.3500061035156,577.2000122070312,233.17999267578125
1992-09-28,3276.260009765625,416.6199951171875,575.3400268554688,233.9600067138672
1992-09-29,3266.800048828125,416.79998779296875,577.6300048828125,234.2100067138672
1992-09-30,3271.699951171875,417.79998779296875,583.27001953125,235.0800018310547
1992-10-01,3254.39990234375,416.2900085449219,578.3300170898438,234.13999938964844
1992-10-02,3200.60009765625,410.4700012207031,571.6300048828125,231.05999755859375
1992-10-05,3179.0,407.57000732421875,565.2100219726562,229.1999969482422
1992-10-06,3178.199951171875,407.17999267578125,570.5499877929688,229.4199981689453
1992-10-07,3152.300048828125,404.25,569.2000122070312,228.1300048828125
1992-10-08,3176.0,407.75,573.8800048828125,230.02999877929688
1992-10-09,3136.60009765625,402.6600036621094,570.52001953125,227.47000122070312
1992-10-12,3174.39990234375,407.44000244140625,573.8400268554688,229.75999450683594
1992-10-13,3201.39990234375,409.29998779296875,576.4400024414062,230.94000244140625
1992-10-14,3195.5,409.3699951171875,576.219970703125,231.00999450683594
1992-10-15,3174.699951171875,409.6000061035156,578.6400146484375,231.07000732421875
1992-10-16,3174.39990234375,411.7300109863281,582.6099853515625,232.32000732421875
1992-10-19,3188.5,414.9800109863281,590.6699829101562,234.30999755859375
1992-10-20,3186.0,415.4800109863281,592.7000122070312,234.66000366210938
1992-10-21,3187.10009765625,415.6700134277344,597.1500244140625,234.91000366210938
1992-10-22,3200.89990234375,414.8999938964844,597.1199951171875,234.42999267578125
1992-10-23,3207.60009765625,414.1000061035156,597.2999877929688,234.19000244140625
1992-10-26,3244.10009765625,418.1600036621094,598.9199829101562,236.19000244140625
1992-10-27,3235.699951171875,418.489990234375,596.9500122070312,236.24000549316406
1992-10-28,3251.39990234375,420.1300048828125,601.3900146484375,237.25
1992-10-29,3246.300048828125,420.8599853515625,605.8200073242188,237.9199981689453
1992-10-30,3226.300048828125,418.67999267578125,605.1699829101562,237.0800018310547
1992-11-02,3262.199951171875,422.75,607.5700073242188,239.0800018310547
1992-11-03,3252.5,419.9200134277344,604.5800170898438,237.72999572753906
1992-11-04,3223.0,417.1099853515625,605.52001953125,236.4600067138672
1992-11-05,3243.800048828125,418.3399963378906,614.0800170898438,237.39999389648438
1992-11-06,3240.10009765625,417.5799865722656,616.8200073242188,237.30999755859375
1992-11-09,3240.89990234375,418.5899963378906,622.0499877929688,238.10000610351562
1992-11-10,3225.5,418.6199951171875,627.760009765625,238.4600067138672
1992-11-11,3240.300048828125,422.20001220703125,634.9199829101562,240.61000061035156
1992-11-12,3239.800048828125,422.8699951171875,634.3699951171875,240.80999755859375
1992-11-13,3233.0,422.42999267578125,637.1599731445312,240.8000030517578
1992-11-16,3205.699951171875,420.67999267578125,634.010009765625,239.94000244140625
1992-11-17,3193.300048828125,419.2699890136719,627.0700073242188,238.97000122070312
1992-11-18,3207.39990234375,422.8500061035156,634.8599853515625,240.9600067138672
1992-11-19,3209.5,423.6099853515625,638.5700073242188,241.49000549316406
1992-11-20,3227.39990234375,426.6499938964844,642.5999755859375,243.1199951171875
1992-11-23,3223.0,425.1199951171875,638.8400268554688,242.35000610351562
1992-11-24,3248.699951171875,427.5899963378906,645.9400024414062,243.80999755859375
1992-11-25,3266.300048828125,429.19000244140625,648.3300170898438,244.77999877929688
1992-11-27,3282.199951171875,430.1600036621094,649.489990234375,245.3300018310547
1992-11-30,3305.199951171875,431.3500061035156,652.72998046875,246.07000732421875
1992-12-01,3294.39990234375,430.7799987792969,653.9500122070312,245.86000061035156
1992-12-02,3286.300048828125,429.8900146484375,652.9099731445312,245.36000061035156
1992-12-03,3276.5,429.9100036621094,656.3599853515625,245.49000549316406
1992-12-04,3288.699951171875,432.05999755859375,661.5999755859375,246.6999969482422
1992-12-07,3307.300048828125,435.30999755859375,666.530029296875,248.36000061035156
1992-12-08,3322.199951171875,436.989990234375,667.1199951171875,249.22000122070312
1992-12-09,3323.800048828125,435.6499938964844,663.9199829101562,248.3699951171875
1992-12-10,3312.199951171875,434.6400146484375,658.9299926757812,247.67999267578125
1992-12-11,3304.10009765625,433.7300109863281,655.7899780273438,247.25999450683594
1992-12-14,3292.199951171875,432.8399963378906,654.72998046875,246.7899932861328
1992-12-15,3284.39990234375,432.57000732421875,650.75,246.47000122070312
1992-12-16,3255.199951171875,431.5199890136719,649.6300048828125,245.7100067138672
1992-12-17,3269.199951171875,435.42999267578125,658.4600219726562,247.8699951171875
1992-12-18,3313.300048828125,441.2799987792969,661.2899780273438,250.77999877929688
1992-12-21,3312.5,440.70001220703125,662.4600219726562,250.6199951171875
1992-12-22,3321.10009765625,440.30999755859375,660.8400268554688,250.60000610351562
1992-12-23,3313.5400390625,439.0299987792969,662.9600219726562,250.07000732421875
1992-12-24,3326.199951171875,439.7699890136719,665.8800048828125,250.47999572753906
1992-12-28,3333.260009765625,439.1499938964844,666.25,250.30999755859375
1992-12-29,3310.800048828125,437.9800109863281,669.010009765625,250.05999755859375
1992-12-30,3321.10009765625,438.82000732421875,671.8499755859375,250.6199951171875
1992-12-31,3301.110107421875,435.7099914550781,676.9500122070312,249.8000030517578
1993-01-04,3309.199951171875,435.3800048828125,671.7999877929688,249.24000549316406
1993-01-05,3307.89990234375,434.3399963378906,674.3400268554688,248.63999938964844
1993-01-06,3305.199951171875,434.5199890136719,681.8499755859375,248.97999572753906
1993-01-07,3269.0,430.7300109863281,678.2100219726562,247.0500030517578
1993-01-08,3251.699951171875,429.04998779296875,677.2100219726562,246.08999633789062
1993-01-11,3262.75,430.95001220703125,682.4000244140625,247.24000549316406
1993-01-12,3264.60009765625,431.0400085449219,679.4500122070312,247.1999969482422
1993-01-13,3263.60009765625,433.0299987792969,686.780029296875,248.47000122070312
1993-01-14,3267.89990234375,435.94000244140625,695.7000122070312,250.3000030517578
1993-01-15,3271.10009765625,437.1499938964844,697.1500244140625,251.14999389648438
1993-01-18,3274.89990234375,436.8399963378906,698.1300048828125,251.10000610351562
1993-01-19,3256.0,435.1300048828125,696.8099975585938,250.38999938964844
1993-01-20,3242.0,433.3699951171875,697.4400024414062,249.5800018310547
1993-01-21,3253.0,435.489990234375,700.77001953125,250.75
1993-01-22,3256.800048828125,436.1099853515625,701.6300048828125,251.14999389648438
1993-01-25,3292.199951171875,440.010009765625,706.9500122070312,253.13999938964844
1993-01-26,3299.0,439.95001220703125,707.1599731445312,253.07000732421875
1993-01-27,3291.39990234375,438.1099853515625,697.9000244140625,251.6999969482422
1993-01-28,3306.300048828125,438.6600036621094,694.6699829101562,251.77999877929688
1993-01-29,3310.0,438.7799987792969,696.3400268554688,252.0500030517578
1993-02-01,3332.199951171875,442.5199890136719,701.77001953125,254.11000061035156
1993-02-02,3328.699951171875,442.54998779296875,705.1199951171875,254.32000732421875
1993-02-03,3373.800048828125,447.20001220703125,708.6699829101562,256.8399963378906
1993-02-04,3416.699951171875,449.55999755859375,708.8499755859375,258.239990234375
1993-02-05,3442.10009765625,448.92999267578125,700.97998046875,257.45001220703125
1993-02-08,3437.5,447.8500061035156,698.4400024414062,256.82000732421875
1993-02-09,3414.60009765625,445.3299865722656,692.2100219726562,255.25
1993-02-10,3412.39990234375,446.2300109863281,695.02001953125,255.80999755859375
1993-02-11,3422.699951171875,447.6600036621094,695.8800048828125,256.57000732421875
1993-02-12,3392.429931640625,444.5799865722656,690.5399780273438,254.9499969482422
1993-02-16,3309.5,433.9100036621094,665.3900146484375,248.30999755859375
1993-02-17,3312.199951171875,433.29998779296875,659.4299926757812,247.38999938964844
1993-02-18,3302.199951171875,431.8999938964844,662.4500122070312,246.89999389648438
1993-02-19,3322.179931640625,434.2200012207031,663.6099853515625,248.0500030517578
1993-02-22,3342.989990234375,435.239990234375,652.4199829101562,247.8800048828125
1993-02-23,3323.27001953125,434.79998779296875,651.4000244140625,247.77000427246094
1993-02-24,3356.5,440.8699951171875,662.4600219726562,251.3000030517578
1993-02-25,3365.139892578125,442.3399963378906,667.0700073242188,252.3000030517578
1993-02-26,3370.81005859375,443.3800048828125,670.77001953125,252.9600067138672
1993-03-01,3355.409912109375,442.010009765625,669.510009765625,252.52000427246094
1993-03-02,3400.530029296875,447.8999938964844,677.719970703125,255.4499969482422
1993-03-03,3404.0400390625,449.260009765625,683.9199829101562,256.55999755859375
1993-03-04,3398.909912109375,447.3399963378906,680.72998046875,255.52999877929688
1993-03-05,3404.580078125,446.1099853515625,681.3699951171875,254.99000549316406
1993-03-08,3469.419921875,454.7099914550781,687.22998046875,259.1600036621094
1993-03-09,3472.1201171875,454.3999938964844,688.9600219726562,259.30999755859375
1993-03-10,3478.340087890625,456.3299865722656,692.8699951171875,260.6000061035156
1993-03-11,3457.0,453.7200012207031,694.280029296875,259.5199890136719
1993-03-12,3427.820068359375,449.8299865722656,692.780029296875,257.54998779296875
1993-03-15,3442.409912109375,451.42999267578125,695.2100219726562,258.44000244140625
1993-03-16,3442.949951171875,451.3699951171875,695.469970703125,258.3299865722656
1993-03-17,3426.739990234375,448.30999755859375,687.4000244140625,256.489990234375
1993-03-18,3465.639892578125,451.8900146484375,687.4099731445312,258.19000244140625
1993-03-19,3471.580078125,450.17999267578125,682.719970703125,257.1400146484375
1993-03-22,3463.47998046875,448.8800048828125,676.6199951171875,256.1700134277344
1993-03-23,3461.860107421875,448.760009765625,675.0399780273438,256.010009765625
1993-03-24,3445.3798828125,448.07000732421875,674.3599853515625,255.58999633789062
1993-03-25,3461.320068359375,450.8800048828125,681.010009765625,257.260009765625
1993-03-26,3439.97998046875,447.7799987792969,681.5399780273438,256.1099853515625
1993-03-29,3455.10009765625,450.7699890136719,680.760009765625,257.4200134277344
1993-03-30,3457.27001953125,451.9700012207031,686.25,258.3500061035156
1993-03-31,3435.110107421875,451.6700134277344,690.1300048828125,258.6300048828125
1993-04-01,3439.43994140625,450.29998779296875,686.6400146484375,257.75
1993-04-02,3370.81005859375,441.3900146484375,669.8499755859375,252.52000427246094
1993-04-05,3379.18994140625,442.2900085449219,670.7100219726562,252.91000366210938
1993-04-06,3377.570068359375,441.1600036621094,664.1400146484375,252.0800018310547
1993-04-07,3397.02001953125,442.7300109863281,668.8800048828125,253.02999877929688
1993-04-08,3396.47998046875,441.8399963378906,666.3300170898438,252.44000244140625
1993-04-12,3428.090087890625,448.3699951171875,673.1199951171875,255.8000030517578
1993-04-13,3444.030029296875,449.2200012207031,673.8300170898438,256.7099914550781
1993-04-14,3455.639892578125,448.6600036621094,673.9400024414062,256.55999755859375
1993-04-15,3455.919921875,448.3999938964844,670.3200073242188,256.239990234375
1993-04-16,3478.610107421875,448.94000244140625,666.780029296875,256.3800048828125
1993-04-19,3466.989990234375,447.4599914550781,663.030029296875,255.4499969482422
1993-04-20,3443.489990234375,445.1000061035156,661.969970703125,254.1300048828125
1993-04-21,3439.43994140625,443.6300048828125,664.0399780273438,253.5399932861328
1993-04-22,3429.169921875,439.4599914550781,663.510009765625,251.44000244140625
1993-04-23,3413.77001953125,437.0299987792969,658.4099731445312,249.92999267578125
1993-04-26,3398.3701171875,433.5400085449219,645.8699951171875,247.42999267578125
1993-04-27,3415.929931640625,438.010009765625,652.52001953125,249.8000030517578
1993-04-28,3413.5,438.0199890136719,658.1599731445312,250.07000732421875
1993-04-29,3425.1201171875,438.8900146484375,658.4500122070312,250.52999877929688
1993-04-30,3427.550048828125,440.19000244140625,661.4199829101562,251.47999572753906
1993-05-03,3446.4599609375,442.4599914550781,666.7100219726562,252.94000244140625
1993-05-04,3446.18994140625,444.04998779296875,678.1599731445312,254.1300048828125
1993-05-05,3449.10009765625,444.5199890136719,683.260009765625,254.72000122070312
1993-05-06,3441.89990234375,443.260009765625,680.0399780273438,253.92999267578125
1993-05-07,3437.18994140625,442.30999755859375,681.4400024414062,253.47000122070312
1993-05-10,3443.280029296875,442.79998779296875,682.8200073242188,253.9199981689453
1993-05-11,3468.75,444.3599853515625,683.0599975585938,254.7899932861328
1993-05-12,3482.31005859375,444.79998779296875,681.6900024414062,254.8000030517578
1993-05-13,3447.989990234375,439.2300109863281,675.6400146484375,251.6699981689453
1993-05-14,3443.010009765625,439.55999755859375,676.3699951171875,251.60000610351562
1993-05-17,3449.929931640625,440.3699951171875,677.9600219726562,251.97000122070312
1993-05-18,3444.389892578125,440.32000732421875,680.780029296875,252.07000732421875
1993-05-19,3500.030029296875,447.57000732421875,690.4299926757812,255.89999389648438
1993-05-20,3523.280029296875,450.5899963378906,697.4299926757812,257.6400146484375
1993-05-21,3492.830078125,445.8399963378906,694.2899780273438,255.38999938964844
1993-05-24,3507.780029296875,448.0,694.6900024414062,256.2900085449219
1993-05-25,3516.6298828125,448.8500061035156,695.0399780273438,256.8299865722656
1993-05-26,3540.159912109375,453.44000244140625,704.0900268554688,259.4700012207031
1993-05-27,3554.830078125,452.4100036621094,704.5900268554688,258.9599914550781
1993-05-28,3527.429931640625,450.19000244140625,700.530029296875,257.9100036621094
1993-06-01,3552.340087890625,453.8299865722656,704.280029296875,259.7699890136719
1993-06-02,3553.449951171875,453.8500061035156,705.8599853515625,259.8299865722656
1993-06-03,3544.8701171875,452.489990234375,706.219970703125,259.25
1993-06-04,3545.139892578125,450.05999755859375,702.010009765625,257.7300109863281
1993-06-07,3532.1298828125,447.69000244140625,694.6099853515625,256.010009765625
1993-06-08,3510.5400390625,444.7099914550781,687.739990234375,254.16000366210938
1993-06-09,3511.929931640625,445.7799987792969,689.239990234375,254.82000732421875
1993-06-10,3491.719970703125,445.3800048828125,688.0499877929688,254.50999450683594
1993-06-11,3505.010009765625,447.260009765625,693.1900024414062,255.61000061035156
1993-06-14,3514.68994140625,447.7099914550781,696.4099731445312,255.94000244140625
1993-06-15,3492.0,446.2699890136719,697.3400268554688,255.4499969482422
